Category: All categories

Region,Inflation: (2006)
District of Columbia,100
Wyoming,85
Colorado,78
Montana,78
New Mexico,77
Massachusetts,76
Utah,73
Minnesota,71
Pennsylvania,71
Wisconsin,70
Indiana,70
South Dakota,70
Iowa,68
Alaska,67
Illinois,67
New Jersey,66
Virginia,66
Vermont,65
Ohio,64
Maryland,64
Missouri,64
New York,64
Hawaii,63
Arizona,63
Connecticut,63
Michigan,62
Kentucky,62
Oregon,62
Delaware,61
Kansas,61
North Dakota,60
Washington,59
Nebraska,59
Texas,58
Rhode Island,57
New Hampshire,57
Tennessee,57
Oklahoma,56
North Carolina,55
Idaho,55
Maine,54
Alabama,54
California,54
South Carolina,53
Louisiana,53
Florida,50
Georgia,50
West Virginia,47
Arkansas,43
Mississippi,42
Nevada,40
