Date,Steps,Distance,Floors Ascended
11/17/2021,10240,5.1,4
11/16/2021,9535,5,10
11/15/2021,2823,2.4,1
11/14/2021,2686,2.4,1
11/13/2021,5605,2.7,1
11/12/2021,2450,1.2,0
11/11/2021,5770,2.8,1
11/10/2021,9565,4.9,7
11/9/2021,11802,5.9,12
11/8/2021,6631,3.4,3
11/7/2021,2617,1.3,1
11/6/2021,6000,2.9,0
11/5/2021,6097,3,2
11/4/2021,4420,2.1,2
11/3/2021,5952,2.9,9
11/2/2021,7530,3.7,11
11/1/2021,6448,3.2,3
10/31/2021,1401,0.7,3
10/30/2021,6695,3.4,2
10/29/2021,6475,3.2,3
10/28/2021,5992,3,6
10/27/2021,6242,3.1,6
10/26/2021,818,0.4,1
10/25/2021,4071,2,1
10/24/2021,1916,1,0
10/23/2021,5992,2.9,1
10/22/2021,3994,2,1
10/21/2021,3663,1.8,2
10/20/2021,3509,1.8,3
10/19/2021,8291,4,13
10/18/2021,3983,2,1
10/17/2021,539,0.3,1
10/16/2021,6178,3.2,1
10/15/2021,4774,2.3,1
10/14/2021,3622,1.7,2
10/13/2021,3427,1.7,2
10/12/2021,3551,1.7,2
10/11/2021,3462,1.7,2
10/10/2021,706,0.3,0
10/9/2021,5592,2.9,4
10/8/2021,6818,3.4,3
10/7/2021,4239,2.1,2
10/6/2021,3548,1.8,2
10/5/2021,3901,1.9,1
10/4/2021,3906,1.8,1
10/3/2021,597,0.3,1
10/2/2021,10107,4.7,2
10/1/2021,8012,3.9,2
9/30/2021,4241,2,0
9/29/2021,4213,2.1,0
9/28/2021,3982,2,2
9/27/2021,6115,3,2
9/26/2021,9616,4.7,0
9/25/2021,7371,3.7,2
9/24/2021,4679,2.2,2
9/23/2021,1997,1,2
9/22/2021,7859,3.8,6
9/21/2021,4062,2,2
9/20/2021,4709,2.4,3
9/19/2021,997,0.5,1
9/18/2021,6093,3,1
9/17/2021,1338,0.7,2
9/16/2021,3740,1.7,0
9/15/2021,1506,0.8,2
9/14/2021,4047,1.9,1
9/13/2021,3830,1.8,2
9/12/2021,2291,1.1,1
9/11/2021,3849,2,6
9/10/2021,4191,2,1
9/9/2021,919,0.5,1
9/8/2021,3650,1.7,1
9/7/2021,4016,1.9,1
9/6/2021,5634,2.7,2
9/5/2021,1868,1,1
9/4/2021,4895,2.3,1
9/3/2021,5028,2.4,1
9/2/2021,5307,2.6,2
9/1/2021,755,0.3,1
8/31/2021,3975,1.8,2
8/30/2021,5461,2.5,3
8/29/2021,1122,0.6,1
8/28/2021,4734,2.2,0
8/27/2021,4493,2.1,1
8/26/2021,3882,1.8,0
8/25/2021,4344,2,3
8/24/2021,5859,2.8,6
8/23/2021,833,0.4,1
8/22/2021,2688,1.3,3
8/21/2021,177,0.1,0
8/20/2021,4557,2.1,0
8/19/2021,3962,1.8,2
8/18/2021,1085,0.6,1
8/17/2021,4121,1.9,1
8/16/2021,4068,1.9,2
8/15/2021,708,0.4,1
8/14/2021,5543,2.6,1
8/13/2021,4386,2.1,2
8/12/2021,3509,1.7,2
8/11/2021,3794,1.8,2
8/10/2021,699,0.3,1
8/9/2021,2666,1.3,3
8/8/2021,898,0.5,1
8/7/2021,5746,2.7,2
8/6/2021,4982,2.4,1
8/5/2021,5335,2.6,4
8/4/2021,3954,1.9,2
8/3/2021,3998,2,11
8/2/2021,796,0.4,1
8/1/2021,1910,1,3
7/31/2021,4530,2.2,1
7/30/2021,202,0.1,0
7/29/2021,1156,0.6,2
7/28/2021,878,0.4,2
7/27/2021,395,0.2,1
7/26/2021,4884,2.3,1
7/25/2021,2184,1.1,2
7/24/2021,218,0.1,0
7/23/2021,982,0.5,2
7/22/2021,988,0.5,2
7/21/2021,1084,0.6,2
7/20/2021,2196,1.1,2
7/19/2021,5022,2.5,2
7/18/2021,707,0.4,0
7/17/2021,618,0.3,0
7/16/2021,1404,0.7,2
7/15/2021,476,0.2,0
7/14/2021,4642,2.2,1
7/13/2021,760,0.4,0
7/12/2021,204,0.1,0
7/11/2021,462,0.2,0
7/10/2021,925,0.4,1
7/9/2021,1136,0.5,1
7/8/2021,2322,1.1,0
7/7/2021,1077,0.5,0
7/6/2021,5011,2.3,0
7/5/2021,590,0.3,0
7/4/2021,872,0.4,0
7/3/2021,5406,2.7,0
7/2/2021,2487,1.2,4
7/1/2021,473,0.2,0
6/30/2021,5650,2.7,2
6/29/2021,3545,1.8,0
6/28/2021,506,0.2,0
6/27/2021,391,0.2,0
6/26/2021,284,0.1,0
6/25/2021,1408,0.7,0
6/24/2021,5987,2.8,2
6/23/2021,12514,6.2,6
6/22/2021,7865,3.7,8
6/21/2021,3952,2.1,4
6/20/2021,800,0.4,1
6/19/2021,2248,1.1,0
6/18/2021,6873,3.3,0
6/17/2021,5239,2.6,2
6/16/2021,2309,1.2,7
6/15/2021,975,0.5,0
6/14/2021,3657,1.9,3
6/13/2021,1121,0.6,2
6/12/2021,1113,0.6,1
6/11/2021,574,0.3,0
6/10/2021,1032,0.5,0
6/9/2021,503,0.3,1
6/8/2021,2466,1.2,1
6/7/2021,962,0.5,2
6/6/2021,959,0.5,1
6/5/2021,2403,1.2,1
6/4/2021,1405,0.8,2
6/3/2021,836,0.5,3
6/2/2021,415,0.2,1
6/1/2021,1241,0.6,2
5/31/2021,152,0.1,0
5/30/2021,884,0.5,1
5/29/2021,2187,1.1,1
5/28/2021,477,0.3,1
5/27/2021,979,0.5,2
5/26/2021,448,0.2,1
5/25/2021,152,0.1,0
5/24/2021,1478,0.8,2
5/23/2021,2689,1.4,2
5/22/2021,4068,2,5
5/21/2021,439,0.2,1
5/20/2021,2873,1.4,2
5/19/2021,681,0.4,1
5/18/2021,514,0.3,1
5/17/2021,507,0.3,1
5/16/2021,600,0.3,1
5/15/2021,1636,0.8,1
5/14/2021,455,0.2,1
5/13/2021,1964,1,2
5/12/2021,1500,0.7,2
5/11/2021,250,0.1,0
5/10/2021,902,0.4,1
5/9/2021,802,0.4,1
5/8/2021,1666,0.8,2
5/7/2021,638,0.3,1
5/6/2021,582,0.3,1
5/5/2021,543,0.3,0
5/4/2021,4164,2.1,7
5/3/2021,369,0.2,1
5/2/2021,1209,0.6,1
5/1/2021,1551,0.8,2
4/30/2021,433,0.2,0
4/29/2021,1278,0.7,4
4/28/2021,912,0.5,2
4/27/2021,831,0.4,1
4/26/2021,627,0.3,1
4/25/2021,1403,0.7,1
4/24/2021,1543,0.8,1
4/23/2021,1673,0.9,3
4/22/2021,1201,0.6,2
4/21/2021,1231,0.6,1
4/20/2021,1385,0.7,2
4/19/2021,1345,0.7,2
4/18/2021,447,0.2,1
4/17/2021,3857,1.9,3
4/16/2021,935,0.5,2
4/15/2021,816,0.4,2
4/14/2021,473,0.2,0
4/13/2021,136,0.1,0
4/12/2021,1803,0.9,0
4/11/2021,573,0.3,1
4/10/2021,973,0.5,1
4/9/2021,779,0.4,1
4/8/2021,709,0.4,1
4/7/2021,1217,0.6,0
4/6/2021,809,0.4,1
4/5/2021,501,0.3,1
4/4/2021,688,0.4,2
4/3/2021,1060,0.5,1
4/2/2021,475,0.2,1
4/1/2021,1139,0.6,1
3/31/2021,721,0.4,2
3/30/2021,2139,1.1,6
3/29/2021,651,0.3,1
3/28/2021,2011,1,1
3/27/2021,586,0.3,2
3/26/2021,641,0.3,1
3/25/2021,530,0.3,1
3/24/2021,1541,0.7,2
3/23/2021,643,0.3,1
3/22/2021,607,0.3,1
3/21/2021,1962,1,2
3/20/2021,223,0.1,0
3/19/2021,830,0.4,1
3/18/2021,1114,0.5,1
3/17/2021,915,0.5,1
3/16/2021,617,0.3,1
3/15/2021,1082,0.6,2
3/14/2021,1674,0.8,1
3/13/2021,264,0.1,0
3/12/2021,885,0.5,3
3/11/2021,498,0.2,1
3/10/2021,629,0.3,1
3/9/2021,430,0.2,1
3/8/2021,2837,1.4,2
3/7/2021,226,0.1,0
3/6/2021,1520,0.8,2
3/5/2021,441,0.2,1
3/4/2021,2816,1.4,1
3/3/2021,599,0.3,1
3/2/2021,975,0.5,1
3/1/2021,686,0.4,1
2/28/2021,676,0.3,1
2/27/2021,888,0.4,1
2/26/2021,581,0.3,0
2/25/2021,754,0.4,0
2/24/2021,667,0.3,1
2/23/2021,2292,1.1,1
2/22/2021,1392,0.7,2
2/21/2021,4018,2,4
2/20/2021,2993,1.5,3
2/19/2021,1100,0.5,0
2/18/2021,1078,0.5,1
2/17/2021,890,0.4,1
2/16/2021,1019,0.5,1
2/15/2021,794,0.4,1
2/14/2021,173,0.1,0
2/13/2021,2423,1.3,4
2/12/2021,928,0.5,2
2/11/2021,967,0.5,1
2/10/2021,949,0.5,1
2/9/2021,839,0.4,1
2/8/2021,1795,0.9,2
2/7/2021,603,0.3,1
2/6/2021,690,0.3,1
2/5/2021,258,0.1,0
2/4/2021,321,0.2,0
2/3/2021,88,0,0
2/2/2021,129,0.1,0
2/1/2021,252,0.1,0
1/31/2021,380,0.2,2
1/30/2021,2700,1.3,0
1/29/2021,149,0.1,0
1/28/2021,65,0,0
1/27/2021,259,0.1,0
1/26/2021,228,0.1,0
1/25/2021,248,0.1,0
1/24/2021,1688,0.8,1
1/23/2021,211,0.1,0
1/22/2021,1724,0.9,5
1/21/2021,42,0,0
1/20/2021,304,0.2,0
1/19/2021,176,0.1,0
1/18/2021,226,0.1,0
1/17/2021,164,0.1,0
1/16/2021,2850,1.4,2
1/15/2021,271,0.1,0
1/14/2021,182,0.1,0
1/13/2021,195,0.1,0
1/12/2021,174,0.1,1
1/11/2021,277,0.1,0
1/10/2021,236,0.1,0
1/9/2021,1957,0.9,2
1/8/2021,268,0.1,0
1/7/2021,177,0.1,0
1/6/2021,213,0.1,0
1/5/2021,619,0.3,0
1/4/2021,741,0.4,0
1/3/2021,2673,1.3,3
1/2/2021,1084,0.5,1
1/1/2021,1447,0.7,4
12/31/2020,2355,1.1,1
12/30/2020,1964,0.9,3
12/29/2020,1836,0.9,2
12/28/2020,282,0.2,0
12/27/2020,2531,1.2,1
12/26/2020,2585,1.2,3
12/25/2020,3463,1.6,2
12/24/2020,4759,2.2,3
12/23/2020,1649,0.8,2
12/22/2020,1157,0.6,1
12/21/2020,131,0.1,0
12/20/2020,196,0.1,0
12/19/2020,2777,1.4,4
12/18/2020,294,0.2,0
12/17/2020,962,0.5,1
12/16/2020,1666,0.7,1
12/15/2020,291,0.2,0
12/14/2020,370,0.2,0
12/13/2020,2053,1,1
12/12/2020,1615,0.7,10
12/11/2020,1579,0.8,1
12/10/2020,2035,1,3
12/9/2020,692,0.3,1
12/8/2020,1884,0.9,5
12/7/2020,503,0.3,0
12/6/2020,3049,1.4,2
12/5/2020,632,0.3,1
12/4/2020,12067,5.9,4
12/3/2020,1238,0.6,2
12/2/2020,12865,6.2,5
12/1/2020,906,0.4,1
11/30/2020,10957,5.3,4
11/29/2020,1332,0.7,5
11/28/2020,3296,1.7,1
11/27/2020,3157,1.4,2
11/26/2020,3095,1.4,3
11/25/2020,3888,1.8,3
11/24/2020,14208,6.7,3
11/23/2020,1397,0.6,1
11/22/2020,1263,0.6,1
11/21/2020,826,0.4,3
11/20/2020,12639,6.1,6
11/19/2020,656,0.3,0
11/18/2020,183,0.1,0
11/17/2020,1816,0.9,1
11/16/2020,12502,6.2,4
11/15/2020,5426,2.4,7
11/14/2020,4598,2.1,6
11/13/2020,10096,5.3,3
11/12/2020,350,0.2,0
11/11/2020,14772,7.1,1
11/10/2020,492,0.3,0
11/9/2020,17320,8.1,12
11/8/2020,3134,1.5,6
11/7/2020,3002,1.5,4
11/6/2020,15265,7.5,7
11/5/2020,936,0.5,2
11/4/2020,13755,6.6,3
11/3/2020,299,0.2,0
11/2/2020,11211,5.6,3
11/1/2020,4737,2.2,6
10/31/2020,6337,2.9,8
10/30/2020,3272,1.6,2
10/29/2020,202,0.1,0
10/28/2020,574,0.3,0
10/27/2020,14903,7.2,2
10/26/2020,399,0.2,0
10/25/2020,130,0.1,0
10/24/2020,2752,1.3,1
10/23/2020,11703,5.5,1
10/22/2020,263,0.1,0
10/21/2020,14100,6.9,1
10/20/2020,221,0.1,0
10/19/2020,14094,6.9,2
10/18/2020,305,0.2,0
10/17/2020,1134,0.5,1
10/16/2020,14464,6.7,3
10/15/2020,273,0.1,0
10/14/2020,14729,6.8,3
10/13/2020,340,0.2,0
10/12/2020,372,0.2,0
10/11/2020,235,0.1,0
10/10/2020,18743,8.8,2
10/9/2020,144,0.1,0
10/8/2020,401,0.2,0
10/7/2020,14723,7,2
10/6/2020,757,0.4,1
10/5/2020,14067,6.4,1
10/4/2020,82,0,0
10/3/2020,3766,1.7,2
10/2/2020,1442,0.7,0
10/1/2020,13784,6.5,1
9/30/2020,983,0.4,0
9/29/2020,12363,5.9,5
9/28/2020,1380,0.6,0
9/27/2020,10727,5.3,2
9/26/2020,1797,0.9,1
9/25/2020,2393,1.1,1
9/24/2020,15139,7.3,6
9/23/2020,1210,0.5,0
9/22/2020,12816,6,1
9/21/2020,1980,0.9,2
9/20/2020,7589,4,2
9/19/2020,2827,1.3,4
9/18/2020,15404,7.3,4
9/17/2020,1720,0.8,1
9/16/2020,18710,9,7
9/15/2020,3069,1.4,8
9/14/2020,14784,7,1
9/13/2020,160,0.1,0
9/12/2020,1839,0.8,2
9/11/2020,15316,7.1,3
9/10/2020,1924,0.9,1
9/9/2020,10721,5.2,4
9/8/2020,15646,7.6,5
9/7/2020,6013,2.8,4
9/6/2020,12014,5.5,2
9/5/2020,5058,2.4,2
9/4/2020,10189,4.8,2
9/3/2020,14081,6.6,2
9/2/2020,1832,0.8,0
9/1/2020,14009,6.8,3
8/31/2020,2211,1,1
8/30/2020,13501,6.7,3
8/29/2020,2625,1.2,5
8/28/2020,15252,7.3,2
8/27/2020,3228,1.5,3
8/26/2020,4257,1.9,5
8/25/2020,13194,6.2,1
8/24/2020,13786,6.6,2
8/23/2020,1630,0.7,3
8/22/2020,4443,2,11
8/21/2020,12974,6.2,1
8/20/2020,3175,1.5,4
8/19/2020,12348,6,1
8/18/2020,10419,4.9,2
8/17/2020,11588,5.4,1
8/16/2020,756,0.3,0
8/15/2020,3523,1.6,11
8/14/2020,11510,5.5,4
8/13/2020,12607,5.9,2
8/12/2020,6854,3.3,3
8/11/2020,10832,5,2
8/10/2020,11093,5.4,1
8/9/2020,1511,0.7,0
8/8/2020,2101,0.9,1
8/7/2020,11335,5.5,4
8/6/2020,7940,3.7,8
8/5/2020,10668,4.9,3
8/4/2020,1492,0.7,0
8/3/2020,10497,5.1,3
8/2/2020,1238,0.6,0
8/1/2020,18679,8.8,2
7/31/2020,7284,3.6,3
7/30/2020,12409,5.9,5
7/29/2020,10821,5.2,3
7/28/2020,1852,0.8,1
7/27/2020,15336,7.4,6
7/26/2020,3727,1.7,1
7/25/2020,4579,2.1,5
7/24/2020,4250,1.8,5
7/23/2020,10618,5.3,2
7/22/2020,12008,5.7,1
7/21/2020,12736,6.5,2
7/20/2020,9680,4.5,3
7/19/2020,3765,1.6,2
7/18/2020,17014,8,2
7/17/2020,10352,4.9,5
7/16/2020,10266,4.7,1
7/15/2020,10121,4.9,2
7/14/2020,11266,5.6,3
7/13/2020,8297,4,3
7/12/2020,3820,1.7,8
7/11/2020,17502,8.4,4
7/10/2020,10330,4.9,3
7/9/2020,10516,5,2
7/8/2020,10334,5.1,3
7/7/2020,4166,1.8,4
7/6/2020,14912,7.1,4
7/5/2020,4107,1.8,6
7/4/2020,16038,7.4,5
7/3/2020,9657,4.5,4
7/2/2020,12657,6.1,5
7/1/2020,10458,5,5
6/30/2020,11557,5.7,2
6/29/2020,13162,6.4,4
6/28/2020,10524,5.1,4
6/27/2020,10891,5.3,1
6/26/2020,10144,4.9,4
6/25/2020,14784,7,4
6/24/2020,12471,5.9,3
6/23/2020,11608,5.4,4
6/22/2020,10459,5.1,2
6/21/2020,3632,1.6,3
6/20/2020,1438,0.6,0
6/19/2020,11049,5.3,3
6/18/2020,11533,5.4,4
6/17/2020,10570,4.9,3
6/16/2020,10199,4.7,2
6/15/2020,8787,4.1,1
6/14/2020,4752,2.1,2
6/13/2020,8472,4,1
6/12/2020,8942,4.2,2
6/11/2020,9090,4.3,2
6/10/2020,10143,4.7,1
6/9/2020,9696,4.6,2
6/8/2020,9212,4.4,2
6/7/2020,8075,3.9,3
6/6/2020,8819,4.1,1
6/5/2020,2294,1,2
6/4/2020,7856,3.8,2
6/3/2020,7107,3.3,1
6/2/2020,8417,3.9,3
6/1/2020,6556,3.1,1
5/31/2020,5654,2.5,1
5/30/2020,7251,3.4,1
5/29/2020,5731,2.8,1
5/28/2020,7917,3.8,2
5/27/2020,8655,4.1,3
5/26/2020,6887,3.3,1
5/25/2020,6630,3.1,2
5/24/2020,7314,3.4,3
5/23/2020,780,0.4,1
5/22/2020,5789,2.8,2
5/21/2020,4380,2.1,2
5/20/2020,7071,3.4,2
5/19/2020,9706,4.5,10
5/18/2020,8406,3.9,1
5/17/2020,8012,3.7,1
5/16/2020,4104,2,1
5/15/2020,230,0.1,0
5/14/2020,512,0.2,0
5/13/2020,399,0.2,0
5/12/2020,610,0.2,0
5/11/2020,1175,0.5,1
5/10/2020,522,0.2,0
5/9/2020,258,0.1,0
5/8/2020,644,0.3,0
5/7/2020,211,0.1,0
5/6/2020,1622,0.7,1
5/5/2020,248,0.1,0
5/4/2020,340,0.2,0
5/3/2020,240,0.1,0
5/2/2020,255,0.1,0
5/1/2020,1443,0.6,2
4/30/2020,3179,1.3,1
4/29/2020,2638,1.1,0
4/28/2020,3056,1.3,1
4/27/2020,3127,1.3,4
4/26/2020,321,0.1,0
4/25/2020,266,0.1,0
4/24/2020,415,0.2,0
4/23/2020,2168,0.9,2
4/22/2020,440,0.2,0
4/21/2020,4068,1.7,0
4/20/2020,3549,1.4,1
4/19/2020,583,0.2,0
4/18/2020,2714,1.1,0
4/17/2020,2187,0.9,5
4/16/2020,2591,1.1,0
4/15/2020,3479,1.4,2
4/14/2020,5509,2.3,1
4/13/2020,3109,1.3,2
4/12/2020,1713,0.7,0
4/11/2020,3614,1.5,1
4/10/2020,711,0.3,0
4/9/2020,3644,1.5,0
4/8/2020,370,0.2,0
4/7/2020,3787,1.6,0
4/6/2020,3788,1.6,6
4/5/2020,1044,0.5,0
4/4/2020,2603,1.1,3
4/3/2020,4024,1.7,1
4/2/2020,4283,1.8,0
4/1/2020,3136,1.3,0
3/31/2020,3918,1.6,0
3/30/2020,2748,1.1,1
3/29/2020,351,0.2,0
3/28/2020,574,0.3,0
3/27/2020,1746,0.7,1
3/26/2020,234,0.1,0
3/25/2020,7611,3.1,9
3/24/2020,990,0.5,0
3/23/2020,548,0.2,0
3/22/2020,1427,0.6,0
3/21/2020,692,0.3,1
3/20/2020,448,0.2,0
3/19/2020,755,0.4,0
3/18/2020,896,0.4,1
3/17/2020,1554,0.6,0
3/16/2020,443,0.2,0
3/15/2020,394,0.2,0
3/14/2020,352,0.2,1
3/13/2020,311,0.1,0
3/12/2020,3731,1.6,4
3/11/2020,10019,4.2,11
3/10/2020,7051,3,8
3/9/2020,7703,3.3,12
3/8/2020,7897,3.1,9
3/7/2020,1697,0.7,2
3/6/2020,6786,2.9,6
3/5/2020,11295,4.6,11
3/4/2020,10862,4.4,18
3/3/2020,10283,4.2,14
3/2/2020,5407,2.3,3
3/1/2020,6191,2.6,1
2/29/2020,2348,1,3
2/28/2020,2003,0.8,2
2/27/2020,11039,4.4,16
2/26/2020,5083,2.1,7
2/25/2020,13527,5.4,11
2/24/2020,7380,3,3
2/23/2020,191,0.1,0
12/29/2019,6900,2.7,3
12/28/2019,1834,0.8,1
12/27/2019,1337,0.6,0
12/26/2019,2968,1.2,3
12/25/2019,1710,0.7,2
12/24/2019,8043,3.3,0
12/23/2019,22740,9.2,4
12/22/2019,7529,3,2
12/21/2019,6780,3,2
12/20/2019,4705,2.2,3
12/19/2019,815,0.3,1
12/18/2019,1259,0.5,2
12/17/2019,12041,5.4,7
12/16/2019,9145,4.1,4
12/15/2019,2311,0.9,2
12/14/2019,5055,2.3,1
12/13/2019,5236,2.5,2
12/12/2019,9167,4.2,4
12/11/2019,7386,3.3,4
12/10/2019,2616,1.1,2
12/9/2019,8842,4,8
12/8/2019,2654,1.2,1
12/7/2019,3859,1.7,2
12/6/2019,4261,2.1,1
12/5/2019,10372,4.6,10
12/4/2019,5404,2.2,3
12/3/2019,8907,3.9,8
12/2/2019,5921,2.7,2
12/1/2019,1042,0.4,1
11/30/2019,2171,0.9,2
11/29/2019,8638,3.7,5
11/28/2019,7161,3.1,6
11/27/2019,13281,5.5,19
11/26/2019,18547,8.1,10
11/25/2019,7764,3.4,1
11/24/2019,19645,8.3,53
11/23/2019,9955,4.2,9
11/22/2019,13861,6,1
11/21/2019,7990,3.5,2
11/20/2019,3502,1.6,2
11/19/2019,10520,4.7,3
11/18/2019,8589,3.8,4
11/17/2019,6569,3,4
11/16/2019,6000,2.6,2
11/15/2019,9700,4.5,6
11/14/2019,15648,6.9,17
11/13/2019,5242,2.1,6
11/12/2019,4994,2.1,4
11/11/2019,10121,4.5,5
11/10/2019,2175,0.9,2
11/9/2019,4596,1.9,7
11/8/2019,5889,2.4,4
11/7/2019,9269,4.2,2
11/6/2019,10086,4.6,4
11/5/2019,10851,4.8,5
11/4/2019,8115,3.6,2
11/3/2019,2086,0.8,2
11/2/2019,1199,0.5,0
11/1/2019,7719,3.7,4
10/31/2019,4360,1.8,3
10/30/2019,6491,2.9,3
10/29/2019,1293,0.5,1
10/28/2019,2855,1.2,2
10/27/2019,1765,0.7,2
10/26/2019,780,0.3,1
10/25/2019,7286,3,4
10/24/2019,1689,0.7,2
10/23/2019,2096,0.9,2
10/22/2019,7546,3.3,2
10/21/2019,3093,1.3,2
10/20/2019,1755,0.7,1
10/19/2019,375,0.2,1
10/18/2019,2353,1,2
10/17/2019,4896,2.2,3
10/16/2019,5070,2.2,2
10/15/2019,10022,4.5,4
10/14/2019,8958,3.6,5
10/13/2019,2572,1.1,1
10/12/2019,2552,1,2
10/11/2019,14099,6.5,5
10/10/2019,8656,3.4,5
10/9/2019,5553,2.5,4
10/8/2019,8969,4,7
10/7/2019,9467,4.3,5
10/6/2019,1212,0.5,1
10/5/2019,3494,1.5,2
10/4/2019,4168,1.9,3
10/3/2019,6609,2.8,7
10/2/2019,14138,6.1,10
10/1/2019,14811,6.5,7
9/30/2019,14370,6.4,5
9/29/2019,10098,4.5,3
9/28/2019,10066,4.5,4
9/27/2019,16024,7.4,6
9/26/2019,10045,4.6,5
9/25/2019,12392,5.6,4
9/24/2019,13791,6.3,9
9/23/2019,14233,6.6,8
9/22/2019,11846,5.7,1
9/21/2019,10053,4.4,6
9/20/2019,10352,4.8,8
9/19/2019,10440,4.6,8
9/18/2019,11108,4.9,8
9/17/2019,15943,7.1,10
9/16/2019,14105,6.6,9
9/15/2019,10137,4.9,6
9/14/2019,10093,4.4,4
9/13/2019,15859,7.4,7
9/12/2019,4880,2.2,5
9/11/2019,11528,5.5,3
9/10/2019,12753,5.5,3
9/9/2019,14350,6.4,5
9/8/2019,10095,4.5,4
9/7/2019,10125,4.6,4
9/6/2019,12968,6.1,6
9/5/2019,12537,5.7,4
9/4/2019,12649,5.7,9
9/3/2019,12786,5.7,6
9/2/2019,7277,3.1,4
9/1/2019,8414,3.5,3
8/31/2019,13124,5.6,0
8/30/2019,10021,4.5,1
8/29/2019,10078,4.5,6
8/28/2019,7822,3.5,6
8/27/2019,12119,5.4,7
8/26/2019,8721,4,10
8/25/2019,6606,3,1
8/24/2019,2187,1,5
8/23/2019,6927,3.1,5
8/22/2019,10034,4.4,3
8/21/2019,11020,5.2,9
8/20/2019,7798,3.4,6
8/19/2019,5274,2.4,3
8/18/2019,3516,1.5,1
8/17/2019,2319,1.1,2
8/16/2019,8609,4.1,3
8/15/2019,9724,4.4,3
8/14/2019,10039,4.6,9
8/13/2019,13160,5.9,5
8/12/2019,10193,4.6,6
8/11/2019,2806,1.3,2
8/10/2019,4022,1.8,2
8/9/2019,9651,4.5,3
8/8/2019,7872,3.5,5
8/7/2019,8524,3.9,5
8/6/2019,12010,5.4,4
8/5/2019,8310,3.7,5
8/4/2019,4441,2,2
8/3/2019,2218,1,1
8/2/2019,10431,4.9,3
8/1/2019,4880,2.2,1
7/31/2019,11229,5,6
7/30/2019,7143,3.2,4
7/29/2019,9545,4.3,5
7/28/2019,9227,4.2,9
7/27/2019,7096,3.1,9
7/26/2019,7938,3.6,7
7/25/2019,7954,3.7,3
7/24/2019,8605,3.9,4
7/23/2019,7751,3.4,3
7/22/2019,11672,5.2,6
7/21/2019,4175,1.9,2
7/20/2019,2676,1.2,1
7/19/2019,8637,4,4
7/18/2019,6213,2.8,4
7/17/2019,10177,4.6,6
7/16/2019,11469,5.1,6
7/15/2019,10578,4.8,4
7/14/2019,2869,1.3,1
7/13/2019,1309,0.6,1
7/12/2019,8562,3.9,4
7/11/2019,11023,4.9,5
7/10/2019,9253,4.2,9
7/9/2019,12589,5.7,8
7/8/2019,8984,4.1,10
7/7/2019,1613,0.8,2
7/6/2019,1965,0.9,2
7/5/2019,2998,1.3,3
7/4/2019,4387,1.9,3
5/18/2019,2990,1.3,2
5/17/2019,8819,4,8
5/16/2019,12811,5.8,6
5/15/2019,867,0.3,0
5/14/2019,7853,3.6,5
5/13/2019,8342,3.8,4
5/12/2019,2227,1,0
5/11/2019,3320,1.5,2
5/10/2019,10699,4.9,5
5/9/2019,6897,3.1,5
5/8/2019,12819,5.9,10
5/7/2019,11551,5.2,7
5/6/2019,9716,4.5,4
5/5/2019,3213,1.5,4
5/4/2019,6407,2.9,2
5/3/2019,3131,1.4,1
5/2/2019,5685,2.6,5
5/1/2019,8710,4,5
4/30/2019,8458,3.8,4
4/29/2019,9752,4.5,5
4/28/2019,4109,1.9,0
4/27/2019,8828,4.1,11
4/26/2019,9384,4.3,7
4/25/2019,10342,4.9,3
4/24/2019,10893,5.1,2
4/23/2019,9407,4.2,5
4/22/2019,7134,3.1,3
4/21/2019,6755,3,7
4/20/2019,11133,5.2,0
4/19/2019,10663,4.9,5
4/18/2019,7424,3.4,1
4/17/2019,9355,4.4,1
4/16/2019,9138,4.5,5
4/15/2019,6151,2.8,3
4/14/2019,8131,3.7,0
4/13/2019,11469,5.3,2
4/12/2019,8049,3.9,0
4/11/2019,6952,3.1,0
4/10/2019,9339,4.2,6
4/9/2019,10856,5,7
4/8/2019,13053,6.1,10
4/7/2019,2722,1.2,2
4/6/2019,5421,2.5,4
4/5/2019,3718,1.6,3
4/4/2019,11447,5.3,6
4/3/2019,9297,4.3,8
4/2/2019,12139,5.5,9
4/1/2019,8945,4,5
3/31/2019,2552,1.1,3
3/30/2019,6289,2.7,2
3/29/2019,6803,3,1
3/28/2019,6698,2.9,8
3/27/2019,10977,4.9,5
3/26/2019,9886,3.9,6
3/25/2019,5974,2.3,6
3/24/2019,2541,1,2
3/23/2019,7591,3.2,9
3/22/2019,5297,2.3,3
3/21/2019,4609,2,2
3/20/2019,3894,1.7,1
3/19/2019,8162,3.5,4
3/18/2019,6096,2.7,6
3/17/2019,662,0.3,2
3/16/2019,1031,0.4,2
3/15/2019,10579,4.6,4
3/14/2019,9301,4.1,6
3/13/2019,8722,3.9,5
3/12/2019,6856,2.6,4
3/11/2019,6557,2.5,7
3/10/2019,120,0,0
3/9/2019,1398,0.5,2
3/8/2019,2386,0.9,4
3/7/2019,3386,1.3,5
3/6/2019,4293,1.7,4
3/5/2019,2801,1.1,2
3/4/2019,3488,1.3,4
3/3/2019,1576,0.6,3
3/2/2019,1384,0.5,3
3/1/2019,80,0,0
2/28/2019,4208,1.6,4
2/27/2019,4193,1.6,3
2/26/2019,6323,2.4,5
2/25/2019,3790,1.5,3
2/24/2019,1763,0.7,2
