Category: All categories

Region,Inflation: (2023)
District of Columbia,100
Kansas,55
California,54
Virginia,53
Massachusetts,50
Minnesota,50
Connecticut,50
Illinois,50
Colorado,50
Michigan,49
Iowa,49
Washington,48
New Jersey,48
Oregon,48
Arizona,48
Indiana,48
Wisconsin,48
Maryland,47
Ohio,47
Utah,46
Vermont,46
Delaware,46
Wyoming,45
New York,45
New Hampshire,45
North Carolina,44
Texas,44
Pennsylvania,43
Georgia,42
Missouri,42
North Dakota,42
Rhode Island,41
Alaska,41
Idaho,41
Nebraska,40
Montana,40
Florida,40
South Dakota,39
Maine,39
Tennessee,38
Arkansas,38
Nevada,37
Kentucky,37
New Mexico,37
Oklahoma,36
Alabama,36
South Carolina,35
West Virginia,35
Hawaii,35
Louisiana,32
Mississippi,27
