Category: All categories

Region,Inflation: (2010)
District of Columbia,100
Connecticut,91
Utah,89
Delaware,89
Minnesota,88
Indiana,87
New York,84
North Dakota,83
Iowa,83
Michigan,82
South Dakota,82
Nebraska,82
California,81
Montana,80
Maryland,79
Alaska,79
Colorado,78
Wisconsin,78
Arizona,78
Kansas,78
New Mexico,77
New Hampshire,77
Illinois,75
Massachusetts,75
New Jersey,75
Oregon,75
Missouri,74
Ohio,74
Pennsylvania,74
Rhode Island,73
Washington,73
West Virginia,73
Maine,73
Idaho,73
Alabama,72
Hawaii,71
Tennessee,67
Texas,67
Kentucky,66
Mississippi,66
South Carolina,66
Georgia,65
North Carolina,65
Wyoming,65
Virginia,65
Oklahoma,63
Louisiana,58
Nevada,57
Vermont,56
Florida,55
Arkansas,54
