EXPOCODE,CRUISE_ID,JD_UTC,DATE_UTC (yyyymmdd),TIME_UTC (hh:mm:ss),LATITUDE,LONGITUDE,SST,SSS,TA
,,,yyyymmdd,hh:mm:ss,decimal degrees,decimal degrees,degrees Celcius,psu,micromoles per kilogram
33HH20231005,HB202306,278,20231005,17:01:47,41.188905,-71.49817167,18.3409,31.3002,2101
33HH20231005,HB202306,278,20231005,17:16:47,41.14743667,-71.47852667,18.2094,31.4253,2096
33HH20231005,HB202306,278,20231005,17:31:48,41.13490333,-71.45106667,18.2568,31.3765,2134
33HH20231005,HB202306,278,20231005,17:46:48,41.13441333,-71.51191667,18.2536,31.5059,2111
33HH20231005,HB202306,278,20231005,18:01:48,41.11257667,-71.56706,17.9454,31.5227,2124
33HH20231005,HB202306,278,20231005,18:16:48,41.10165333,-71.60881167,17.8687,31.5236,2128
33HH20231005,HB202306,278,20231005,18:31:49,41.09231167,-71.64189333,18.0963,31.5167,2129
33HH20231005,HB202306,278,20231005,18:46:48,41.0863,-71.61781833,18.1043,31.52,2140
33HH20231005,HB202306,278,20231005,19:01:47,41.08475,-71.60558833,17.5233,31.5695,2137
33HH20231005,HB202306,278,20231005,19:16:47,41.08736,-71.59215333,17.5909,31.5641,2144
33HH20231005,HB202306,278,20231005,19:31:47,41.09981,-71.58215667,17.6126,31.52,2144
33HH20231005,HB202306,278,20231005,19:46:47,41.09888,-71.59805,17.2646,31.5147,2137
33HH20231005,HB202306,278,20231005,20:01:47,41.09661,-71.61220667,17.6036,31.5306,2141
33HH20231005,HB202306,278,20231005,20:16:47,41.09385,-71.62069,17.9192,31.5196,2138
33HH20231005,HB202306,278,20231005,20:31:47,41.09619167,-71.619815,18.3189,31.5261,2134
33HH20231005,HB202306,278,20231005,20:46:47,41.097735,-71.62176333,18.1076,31.5295,2137
33HH20231005,HB202306,278,20231005,21:01:47,41.09361167,-71.63178667,18.0138,31.5278,2138
33HH20231005,HB202306,278,20231005,21:16:47,41.09156,-71.63581,17.716,31.5254,2142
33HH20231005,HB202306,278,20231005,21:31:46,41.09146,-71.64039333,18.2863,31.5258,2136
33HH20231005,HB202306,278,20231005,21:46:48,41.08731667,-71.625555,17.6109,31.5222,2135
33HH20231005,HB202306,278,20231005,22:01:47,41.08385667,-71.60945667,17.6328,31.5787,2130
33HH20231005,HB202306,278,20231005,22:16:47,41.08037833,-71.594535,17.5198,31.5544,2147
33HH20231005,HB202306,278,20231005,22:31:48,41.07619833,-71.581305,17.4133,31.5737,2145
33HH20231005,HB202306,278,20231005,22:46:47,41.077795,-71.61362667,17.4646,31.5374,2150
33HH20231005,HB202306,278,20231005,23:01:47,41.08308667,-71.67536333,17.5151,31.4426,2141
33HH20231005,HB202306,278,20231005,23:16:47,41.08282333,-71.6974,18.1439,30.8455,2135
33HH20231005,HB202306,278,20231005,23:31:47,41.07029167,-71.65616833,17.7405,31.429,2113
33HH20231005,HB202306,278,20231005,23:46:47,41.083375,-71.67668833,17.9583,31.4222,2128
33HH20231005,HB202306,279,20231006,0:01:47,41.08881333,-71.68627,18.3134,30.6896,2130
33HH20231005,HB202306,279,20231006,0:16:47,41.079385,-71.70184833,18.3867,30.4735,2073
33HH20231005,HB202306,279,20231006,0:31:47,41.08155333,-71.666905,17.6717,31.3665,2075
33HH20231005,HB202306,279,20231006,0:46:47,41.08200667,-71.69766,18.347,30.349,2113
33HH20231005,HB202306,279,20231006,1:01:48,41.06791,-71.71672667,18.3258,30.4755,2072
33HH20231005,HB202306,279,20231006,1:16:47,41.06659667,-71.68299833,18.3901,30.3783,2068
33HH20231005,HB202306,279,20231006,1:31:47,41.08497167,-71.63811167,18.0486,31.0784,2071
33HH20231005,HB202306,279,20231006,1:46:46,41.10298167,-71.59066667,18.0573,31.4629,2114
33HH20231005,HB202306,279,20231006,2:01:46,41.12207833,-71.545255,18.1278,31.1773,2134
33HH20231005,HB202306,279,20231006,2:16:47,41.13793833,-71.49787,18.354,31.507,2117
33HH20231005,HB202306,279,20231006,2:31:46,41.16808167,-71.50102667,18.2068,31.4231,2135
33HH20231005,HB202306,279,20231006,2:46:46,41.206085,-71.522035,18.3881,31.0296,2127
33HH20231005,HB202306,279,20231006,3:01:46,41.197895,-71.51389,18.2903,31.104,2119
33HH20231005,HB202306,279,20231006,3:16:47,41.15085833,-71.52263833,18.1076,31.1841,2121
33HH20231005,HB202306,279,20231006,3:31:47,41.13278833,-71.53105167,18.2636,31.0573,2119
33HH20231005,HB202306,279,20231006,3:46:47,41.129595,-71.532205,18.2685,31.0875,2110
33HH20231005,HB202306,279,20231006,4:01:46,41.13223833,-71.52169167,18.4675,31.2515,2114
33HH20231005,HB202306,279,20231006,4:16:46,41.13616167,-71.50496667,18.2463,31.447,2120
33HH20231005,HB202306,279,20231006,4:31:46,41.13896167,-71.49073167,18.255,31.3798,2128
33HH20231005,HB202306,279,20231006,4:46:45,41.15144833,-71.48812667,18.2804,31.34,2133
33HH20231005,HB202306,279,20231006,5:01:46,41.19499667,-71.50908833,18.1555,31.227,2118
33HH20231005,HB202306,279,20231006,5:16:46,41.23988167,-71.53080833,18.0176,31.1186,2113
33HH20231005,HB202306,279,20231006,5:31:46,41.24394667,-71.53133667,17.8179,31.263,2110
33HH20231005,HB202306,279,20231006,5:46:46,41.23800667,-71.524905,18.1197,31.0934,2107
33HH20231005,HB202306,279,20231006,6:01:46,41.22422333,-71.52088333,18.341,31.0822,2105
33HH20231005,HB202306,279,20231006,6:16:46,41.21360167,-71.51522667,18.476,31.0664,2113
33HH20231005,HB202306,279,20231006,6:31:46,41.19633667,-71.50791,18.2905,31.1482,2105
33HH20231005,HB202306,279,20231006,6:46:45,41.15288833,-71.49044833,18.2255,31.3324,2110
33HH20231005,HB202306,279,20231006,7:01:46,41.12702167,-71.53092833,18.1355,31.4544,2118
33HH20231005,HB202306,279,20231006,7:16:45,41.10527833,-71.58775167,17.8596,31.5422,2132
33HH20231005,HB202306,279,20231006,7:31:45,41.08629667,-71.64728,17.4588,31.538,2146
33HH20231005,HB202306,279,20231006,7:46:46,41.08626167,-71.698935,17.7312,31.3603,2143
33HH20231005,HB202306,279,20231006,8:01:46,41.08997667,-71.714835,17.9677,31.0594,2131
33HH20231005,HB202306,279,20231006,8:16:46,41.09119333,-71.71893,17.9908,31.1216,2113
33HH20231005,HB202306,279,20231006,8:31:45,41.07889167,-71.7209,18.0656,30.9604,2109
33HH20231005,HB202306,279,20231006,8:46:45,41.066995,-71.71735833,17.9521,31.1641,2098
33HH20231005,HB202306,279,20231006,9:01:46,41.05507,-71.70995167,17.7795,31.3849,2113
33HH20231005,HB202306,279,20231006,9:16:45,41.04634167,-71.673375,17.272,31.4834,2134
33HH20231005,HB202306,279,20231006,9:31:45,41.03958,-71.61352167,17.5308,31.507,2134
33HH20231005,HB202306,279,20231006,9:46:45,41.02617833,-71.55405,17.5378,31.4962,2130
33HH20231005,HB202306,279,20231006,10:01:46,41.00405,-71.50278667,17.6124,31.5295,2138
33HH20231005,HB202306,279,20231006,10:16:44,40.98288667,-71.44716833,17.3689,31.6509,2128
33HH20231005,HB202306,279,20231006,10:31:45,40.97133,-71.41734,17.2538,31.8041,2149
33HH20231005,HB202306,279,20231006,10:46:44,40.97104833,-71.40562167,17.2377,31.8199,2161
33HH20231005,HB202306,279,20231006,11:01:45,40.970995,-71.39890667,17.2646,31.9887,2170
33HH20231005,HB202306,279,20231006,11:16:44,40.97108833,-71.42172667,17.2628,31.7935,2171
33HH20231005,HB202306,279,20231006,11:31:44,40.97391667,-71.42997,17.2035,31.8357,2163
33HH20231005,HB202306,279,20231006,11:46:44,40.97145167,-71.41199333,17.2354,31.8574,2161
33HH20231005,HB202306,279,20231006,12:01:45,40.969735,-71.39696667,17.2804,32.0035,2171
33HH20231005,HB202306,279,20231006,12:16:45,40.96525333,-71.37802,17.1908,32.0038,2179
33HH20231005,HB202306,279,20231006,12:31:45,40.94570833,-71.32862,16.778,32.0028,2183
33HH20231005,HB202306,279,20231006,12:46:45,40.927015,-71.28696833,16.8024,32.0231,2187
33HH20231005,HB202306,279,20231006,13:01:45,40.92339833,-71.28161333,16.8407,32.0253,2188
33HH20231005,HB202306,279,20231006,13:16:44,40.94129833,-71.28308667,16.8944,32.0132,2184
33HH20231005,HB202306,279,20231006,13:31:45,40.94011167,-71.28292,16.9095,32.0158,2189
33HH20231005,HB202306,279,20231006,13:46:45,40.92584,-71.27824167,16.8696,32.0269,2186
33HH20231005,HB202306,279,20231006,14:01:45,40.91467333,-71.27510167,16.8938,32.024,2185
33HH20231005,HB202306,279,20231006,14:16:45,40.90392833,-71.27364167,16.865,32.0251,2184
33HH20231005,HB202306,279,20231006,14:31:45,40.87072167,-71.31152833,16.7685,32.0263,2180
33HH20231005,HB202306,279,20231006,14:46:44,40.833325,-71.35269667,16.8016,32.0109,2179
33HH20231005,HB202306,279,20231006,15:01:44,40.7961,-71.39369333,16.7677,32.006,2181
