Category: All categories

Region,Inflation: (2013)
District of Columbia,100
New Hampshire,89
Vermont,86
Delaware,84
North Dakota,83
Massachusetts,78
Maine,78
South Dakota,77
Pennsylvania,77
Alaska,76
Idaho,76
Connecticut,76
Iowa,75
Ohio,75
Rhode Island,75
Virginia,75
New York,74
West Virginia,73
Michigan,72
Indiana,72
Wyoming,72
New Jersey,70
Utah,70
Montana,69
Nebraska,68
New Mexico,67
Illinois,65
Minnesota,65
Arkansas,65
Wisconsin,65
California,64
Oregon,63
Maryland,62
Alabama,62
Kansas,62
South Carolina,61
Washington,61
North Carolina,60
Colorado,59
Hawaii,59
Georgia,58
Oklahoma,57
Missouri,57
Texas,57
Arizona,57
Kentucky,57
Florida,56
Tennessee,53
Louisiana,50
Nevada,50
Mississippi,43
