Category: All categories

Region,Inflation: (2011)
District of Columbia,100
Massachusetts,99
New Hampshire,97
Vermont,97
Delaware,96
Idaho,95
Connecticut,94
Indiana,92
Montana,91
Wisconsin,90
Virginia,85
Iowa,84
Utah,84
New Mexico,83
Rhode Island,83
Pennsylvania,83
New York,83
Missouri,81
Illinois,81
Oregon,81
North Dakota,80
Alaska,79
Michigan,79
Nebraska,79
South Dakota,78
Kansas,78
Wyoming,77
Maine,76
Minnesota,76
Hawaii,75
New Jersey,74
Ohio,74
Colorado,73
West Virginia,73
Maryland,72
Tennessee,72
Arkansas,72
California,71
North Carolina,70
South Carolina,70
Oklahoma,70
Florida,69
Alabama,69
Kentucky,69
Washington,69
Arizona,67
Texas,66
Louisiana,65
Georgia,62
Nevada,62
Mississippi,61
