EXPOCODE,CRUISE_ID,JD_UTC,DATE_UTC (yyyymmdd),TIME_UTC (hh:mm:ss),LATITUDE,LONGITUDE,SST,SSS,TA
,,,yyyymmdd,hh:mm:ss,decimal degrees,decimal degrees,degrees Celcius,psu,micromoles per kilogram
33HH20230609,HB202302,160,20230609,2:31:42,41.09694833,-71.14433667,14.8226,31.9051,2130
33HH20230609,HB202302,160,20230609,2:46:42,41.09006,-71.15008667,14.8241,31.9229,2140
33HH20230609,HB202302,160,20230609,3:01:42,41.07000333,-71.12443,14.9888,31.9534,2136
33HH20230609,HB202302,160,20230609,3:16:42,41.03582333,-71.083155,14.1851,31.853,2139
33HH20230609,HB202302,160,20230609,3:31:42,41.00846167,-71.03444,13.4703,31.9257,2139
33HH20230609,HB202302,160,20230609,3:46:43,40.98212,-70.98366,13.6696,31.8183,2151
33HH20230609,HB202302,160,20230609,4:01:42,40.955255,-70.93247667,13.5673,31.8936,2146
33HH20230609,HB202302,160,20230609,4:16:41,40.93685667,-70.89649333,13.3902,32.0522,2153
33HH20230609,HB202302,160,20230609,4:31:41,40.92954833,-70.88134667,13.4233,32.1279,2166
33HH20230609,HB202302,160,20230609,4:46:41,40.89788667,-70.83493167,12.933,32.5106,2181
33HH20230609,HB202302,160,20230609,5:01:42,40.86538167,-70.78850167,12.926,32.5677,2202
33HH20230609,HB202302,160,20230609,5:16:42,40.83345333,-70.74160667,12.6785,32.3692,2210
33HH20230609,HB202302,160,20230609,5:31:42,40.80140167,-70.69451333,12.6781,32.4523,2197
33HH20230609,HB202302,160,20230609,5:46:41,40.76907167,-70.64733833,12.6552,32.4262,2218
33HH20230609,HB202302,160,20230609,6:01:41,40.73430333,-70.60267,12.808,32.5229,2203
33HH20230609,HB202302,160,20230609,6:16:41,40.69898,-70.55894667,12.8377,32.5107,2224
33HH20230609,HB202302,160,20230609,6:31:42,40.665675,-70.51262,12.1147,32.4298,2214
33HH20230609,HB202302,160,20230609,6:46:41,40.65237833,-70.48782833,12.1628,32.4541,2204
33HH20230609,HB202302,160,20230609,7:01:41,40.64972833,-70.49532,12.1679,32.4522,2205
33HH20230609,HB202302,160,20230609,7:16:41,40.66115167,-70.55585667,11.9788,32.3998,2204
33HH20230609,HB202302,160,20230609,7:31:41,40.679415,-70.613595,12.7844,32.5505,2208
33HH20230609,HB202302,160,20230609,7:46:42,40.67756333,-70.62648667,12.8199,32.5245,2213
33HH20230609,HB202302,160,20230609,8:01:41,40.67620167,-70.62748167,12.8275,32.5174,2215
33HH20230609,HB202302,160,20230609,8:16:42,40.67479167,-70.63441167,12.8563,32.5228,2215
33HH20230609,HB202302,160,20230609,8:31:41,40.67891833,-70.69775833,13.2722,32.5782,2218
33HH20230609,HB202302,160,20230609,8:46:41,40.68312333,-70.76014667,13.267,32.6363,2227
33HH20230609,HB202302,160,20230609,9:01:42,40.687035,-70.82262,13.5078,32.6608,2232
33HH20230609,HB202302,160,20230609,9:16:41,40.69096333,-70.88555333,13.3856,32.6707,2241
33HH20230609,HB202302,160,20230609,9:31:40,40.695635,-70.94928667,13.5787,32.7498,2235
33HH20230609,HB202302,160,20230609,9:46:41,40.70006167,-71.01300667,12.8862,32.5318,2237
33HH20230609,HB202302,160,20230609,10:01:41,40.70744667,-71.07603333,13.1306,32.6281,2224
33HH20230609,HB202302,160,20230609,10:16:41,40.71536,-71.13882167,13.3099,32.8295,2222
33HH20230609,HB202302,160,20230609,10:31:41,40.72072667,-71.19885,13.4369,32.6127,2248
