Category: All categories

Region,Inflation: (2022)
District of Columbia,100
California,63
Washington,54
Colorado,54
Massachusetts,53
Virginia,52
Minnesota,51
New Hampshire,50
Oregon,49
Arizona,48
New Jersey,48
Wisconsin,48
Utah,48
Vermont,48
Maine,48
Pennsylvania,47
Kansas,47
Connecticut,46
Indiana,46
Texas,46
Illinois,46
Michigan,46
Wyoming,45
New York,45
Maryland,45
Nebraska,44
Florida,44
Missouri,44
Rhode Island,44
Ohio,43
Iowa,43
Alaska,43
Idaho,43
North Carolina,42
New Mexico,41
North Dakota,40
Montana,40
Georgia,40
Nevada,38
Delaware,38
South Dakota,38
Hawaii,37
South Carolina,37
Tennessee,36
Kentucky,36
Arkansas,36
Alabama,36
Oklahoma,36
West Virginia,32
Louisiana,29
Mississippi,28
