Category: All categories

Region,Inflation: (2007)
District of Columbia,100
Delaware,96
Vermont,90
Iowa,82
Alaska,78
Rhode Island,77
Minnesota,76
Connecticut,75
Utah,74
Virginia,74
Massachusetts,73
Indiana,73
Kansas,73
Nebraska,71
Oregon,70
South Dakota,69
Maryland,69
Illinois,68
New Mexico,67
Wisconsin,67
New Jersey,67
Michigan,66
Ohio,65
Colorado,65
California,65
New York,64
Tennessee,63
Arizona,63
Pennsylvania,62
Washington,61
North Dakota,61
Missouri,60
Arkansas,59
New Hampshire,59
Kentucky,58
North Carolina,58
Georgia,57
Wyoming,57
Maine,56
Alabama,54
Florida,53
West Virginia,53
Texas,52
Mississippi,52
Montana,51
Hawaii,51
Nevada,49
South Carolina,49
Idaho,48
Louisiana,46
Oklahoma,43
