Category: All categories

Region,Inflation: (2021)
District of Columbia,100
Washington,72
Vermont,71
Virginia,71
Wyoming,70
New Hampshire,70
North Dakota,69
Utah,68
Massachusetts,68
Connecticut,67
Minnesota,67
California,66
Rhode Island,66
Wisconsin,65
Alaska,65
Colorado,65
Oregon,64
Michigan,64
Florida,63
Missouri,63
Idaho,63
Pennsylvania,62
New Jersey,62
Montana,62
New York,61
Maine,61
Maryland,61
Arizona,61
Iowa,61
Hawaii,61
Illinois,60
Delaware,60
Texas,60
South Dakota,59
North Carolina,58
Indiana,57
Nebraska,57
Kansas,56
Georgia,55
Ohio,55
West Virginia,55
South Carolina,54
New Mexico,53
Oklahoma,52
Tennessee,52
Nevada,50
Kentucky,50
Alabama,46
Arkansas,46
Louisiana,40
Mississippi,38
