release_date,region,issue,epiweek,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili
2022-10-07,nat,202239,202129,62,30554,1787598,3102,10372,7171,NA,7962,2899,2150,1.64767,1.70922
2022-10-07,nat,202239,202130,61,35221,1844702,3088,11144,8575,NA,9254,3618,2630,1.799,1.90931
2022-10-07,nat,202239,202131,60,37762,1840212,3085,11102,8901,NA,10547,4328,2884,1.94947,2.05205
2022-10-07,nat,202239,202132,59,40069,1859035,3079,11264,10105,NA,11227,4556,2917,2.03512,2.15537
2022-10-07,nat,202239,202133,58,42753,1856032,3071,11809,12282,NA,11022,4744,2896,2.19023,2.30346
2022-10-07,nat,202239,202134,57,43062,1866295,3066,11982,13529,NA,10384,4341,2826,2.23843,2.30735
2022-10-07,nat,202239,202135,56,40878,1814941,3067,11745,13057,NA,9562,3889,2625,2.26655,2.2523
2022-10-07,nat,202239,202136,55,39438,1782067,3057,11711,12253,NA,9090,3738,2646,2.21303,2.21305
2022-10-07,nat,202239,202137,54,36222,1806283,3095,11254,11583,NA,7783,3296,2306,2.04664,2.00533
2022-10-07,nat,202239,202138,53,34019,1756033,3076,10928,11397,NA,6861,2768,2065,1.9014,1.93726
2022-10-07,nat,202239,202139,52,30002,1628298,2919,10142,10065,NA,5638,2320,1837,1.84504,1.84254
2023-10-06,nat,202339,202140,103,39606,2016770,3590,13160,13177,NA,7483,3206,2580,2.03726,1.96383
2023-10-06,nat,202339,202141,102,37639,1975130,3580,13073,11987,NA,7121,2973,2485,1.94864,1.90565
2023-10-06,nat,202339,202142,101,35684,1918446,3538,12494,11448,NA,6452,2940,2350,1.92538,1.86005
2023-10-06,nat,202339,202143,100,36616,1934216,3572,12858,11881,NA,6669,2850,2358,1.9789,1.89307
2023-10-06,nat,202339,202144,99,39986,1917029,3578,13295,14444,NA,6961,2918,2368,2.1334,2.08583
2023-10-06,nat,202339,202145,98,44242,1989010,3601,14559,15933,NA,7836,3190,2724,2.25788,2.22432
2023-10-06,nat,202339,202146,97,47047,1996913,3591,14735,17350,NA,8519,3635,2808,2.41079,2.35599
2023-10-06,nat,202339,202147,96,43297,1762035,3584,14913,13394,NA,8173,3715,3102,2.51762,2.45722
2023-10-06,nat,202339,202148,95,52671,2056405,3608,15161,17338,NA,11287,4880,4005,2.55244,2.56131
2023-10-06,nat,202339,202149,94,55027,2026604,3613,14968,19950,NA,11367,4856,3886,2.72476,2.71523
2023-10-06,nat,202339,202150,93,62539,2018579,3584,16285,23449,NA,13614,5230,3961,3.14645,3.09817
2023-10-06,nat,202339,202151,92,79184,1941911,3564,18514,25049,NA,22550,7767,5304,4.00686,4.07763
2023-10-06,nat,202339,202152,91,113921,2246767,3532,24118,28970,NA,38319,13517,8997,4.90468,5.07044
2023-10-06,nat,202339,202201,90,93323,2179176,3562,17048,24806,NA,31466,12064,7939,4.32906,4.28249
2023-10-06,nat,202339,202202,89,69158,2025052,3568,12222,20205,NA,21822,8731,6178,3.5344,3.41512
2023-10-06,nat,202339,202203,88,48685,1811493,3573,9526,13305,NA,15080,6219,4555,2.82024,2.68756
2023-10-06,nat,202339,202204,87,34720,1763472,3554,7300,9503,NA,9847,4562,3508,2.06558,1.96884
2023-10-06,nat,202339,202205,86,25809,1655407,3488,6083,7740,NA,6418,3016,2552,1.68092,1.55907
2023-10-06,nat,202339,202206,85,23719,1771418,3548,6395,7604,NA,5166,2401,2153,1.44022,1.33898
2023-10-06,nat,202339,202207,84,23930,1746548,3545,6915,8497,NA,4640,2080,1798,1.48974,1.37013
2023-10-06,nat,202339,202208,83,23620,1725348,3546,7065,8336,NA,4638,1814,1767,1.46266,1.369
2023-10-06,nat,202339,202209,82,25789,1812738,3541,7422,9827,NA,5004,1862,1674,1.58728,1.42265
2023-10-06,nat,202339,202210,81,28073,1815454,3563,8209,11091,NA,5054,1949,1770,1.70339,1.54633
2023-10-06,nat,202339,202211,80,31342,1867703,3535,9041,12118,NA,5909,2199,2075,1.83335,1.6781
2023-10-06,nat,202339,202212,79,32433,1873589,3531,9306,12647,NA,5974,2337,2169,1.87057,1.73106
2023-10-06,nat,202339,202213,78,34811,1877763,3518,9612,13658,NA,6754,2382,2405,1.97612,1.85385
2023-10-06,nat,202339,202214,77,38128,1912563,3526,10560,15181,NA,7268,2571,2548,2.07126,1.99356
2023-10-06,nat,202339,202215,76,40953,1923288,3518,11334,16092,NA,7834,2865,2828,2.16302,2.12932
2023-10-06,nat,202339,202216,75,42072,1927606,3530,11732,15745,NA,8310,3170,3115,2.20418,2.1826
2023-10-06,nat,202339,202217,74,44980,2033467,3520,12656,16956,NA,8682,3350,3336,2.24681,2.21199
2023-10-06,nat,202339,202218,73,47787,1979594,3442,12834,18627,NA,9398,3607,3321,2.3613,2.41398
2023-10-06,nat,202339,202219,72,53380,2061117,3465,14818,20490,NA,10334,3886,3852,2.48314,2.58986
2023-10-06,nat,202339,202220,71,54062,2076213,3449,15053,20742,NA,10453,3980,3834,2.45354,2.60388
2023-10-06,nat,202339,202221,70,53992,2038685,3409,15267,20530,NA,10405,4075,3715,2.39624,2.64837
2023-10-06,nat,202339,202222,69,51879,1961919,3381,15815,17513,NA,10585,4063,3903,2.4335,2.6443
2023-10-06,nat,202339,202223,68,45240,1972798,3373,14154,13726,NA,9654,3941,3765,2.16334,2.29319
2023-10-06,nat,202339,202224,67,40250,1940774,3335,12858,11205,NA,8941,3665,3581,1.98842,2.07391
2023-10-06,nat,202339,202225,66,37830,1972377,3387,11865,9933,NA,8676,3736,3620,1.87678,1.91799
2023-10-06,nat,202339,202226,65,34570,1918841,3267,11066,8513,NA,8006,3524,3461,1.80274,1.80161
2023-10-06,nat,202339,202227,64,34995,1951308,3379,10585,8593,NA,8382,3699,3736,1.81978,1.79341
2023-10-06,nat,202339,202228,63,33011,1978336,3346,9525,8111,NA,8324,3546,3505,1.67886,1.66862
2023-10-06,nat,202339,202229,62,32613,1980449,3348,9361,8116,NA,8219,3485,3432,1.65939,1.64675
2023-10-06,nat,202339,202230,61,32040,1944269,3323,9153,7859,NA,8056,3485,3487,1.67083,1.64792
2023-10-06,nat,202339,202231,60,29647,1958644,3346,8661,7477,NA,7297,3105,3107,1.52259,1.51365
2023-10-06,nat,202339,202232,59,28923,1910699,3285,8392,7907,NA,6892,2828,2904,1.50755,1.51374
2023-10-06,nat,202339,202233,58,31572,1949974,3329,9479,9934,NA,6659,2819,2681,1.60507,1.6191
2023-10-06,nat,202339,202234,57,35788,1977251,3318,10793,12593,NA,7079,2730,2593,1.83793,1.80999
2023-10-06,nat,202339,202235,56,37529,1980457,3299,11526,13893,NA,6987,2671,2452,1.96433,1.89497
2023-10-06,nat,202339,202236,55,38334,1967653,3324,12548,13475,NA,6978,2701,2632,2.02422,1.94821
2023-10-06,nat,202339,202237,54,39760,2017659,3350,13400,14579,NA,6735,2606,2440,2.0351,1.9706
2023-10-06,nat,202339,202238,53,44666,2032523,3361,15938,16694,NA,6906,2648,2480,2.28352,2.19756
2023-10-06,nat,202339,202239,52,46154,2013977,3383,17047,16768,NA,6911,2784,2644,2.36029,2.29168
2024-10-04,nat,202439,202240,103,57318,2209814,3684,18503,20141,NA,10718,4094,3862,2.61257,2.59379
2024-10-04,nat,202439,202241,102,63388,2223106,3720,20623,22779,NA,11519,4394,4073,3.00763,2.85133
2024-10-04,nat,202439,202242,101,75615,2279700,3726,23713,28368,NA,13719,5303,4512,3.31975,3.31688
2024-10-04,nat,202439,202243,100,109496,2462467,3788,32012,45003,NA,19586,7037,5858,4.3682,4.4466
2024-10-04,nat,202439,202244,99,139247,2510305,3776,37474,61015,NA,25460,8469,6829,5.42144,5.54702
2024-10-04,nat,202439,202245,98,140055,2468962,3793,38651,57053,NA,26941,9791,7619,5.73522,5.67263
2024-10-04,nat,202439,202246,97,137419,2396019,3777,34849,55229,NA,28672,10171,8498,5.91793,5.73531
2024-10-04,nat,202439,202247,96,164936,2237505,3765,39539,62925,NA,36157,13876,12439,7.42531,7.37142
2024-10-04,nat,202439,202248,95,185673,2564503,3767,38495,63623,NA,48042,18626,16887,7.21822,7.24012
2024-10-04,nat,202439,202249,94,167248,2448985,3750,32316,62563,NA,40778,16557,15034,6.87034,6.82928
2024-10-04,nat,202439,202250,93,151672,2347026,3751,28976,55613,NA,38007,15506,13570,6.29772,6.4623100000000004
2024-10-04,nat,202439,202251,92,129978,2116491,3715,25500,41624,NA,34587,14564,13703,6.00293,6.1412
2024-10-04,nat,202439,202252,91,112531,2058533,3703,22891,27251,NA,31974,14961,15454,5.33838,5.46656
2024-10-04,nat,202439,202301,90,92034,2257219,3740,16651,21006,NA,27662,13549,13166,3.93482,4.07732
2024-10-04,nat,202439,202302,89,67720,2214718,3737,12231,18061,NA,19912,9135,8381,2.94553,3.05773
2024-10-04,nat,202439,202303,88,57770,2134322,3730,11720,16915,NA,15844,7000,6291,2.63811,2.70671
2024-10-04,nat,202439,202304,87,58231,2179097,3716,12170,18680,NA,15618,6410,5353,2.62522,2.67225
2024-10-04,nat,202439,202305,86,59326,2208786,3734,12686,19751,NA,15506,6113,5270,2.58477,2.68591
2024-10-04,nat,202439,202306,85,62258,2301891,3735,13271,20964,NA,15921,6469,5633,2.59148,2.70465
2024-10-04,nat,202439,202307,84,59665,2262519,3695,13127,19818,NA,15055,6263,5402,2.5701,2.6371000000000002
2024-10-04,nat,202439,202308,83,57223,2212367,3719,13478,18410,NA,13880,6054,5401,2.52707,2.58651
2024-10-04,nat,202439,202309,82,55682,2278801,3725,12693,18281,NA,13849,5769,5090,2.40469,2.44348
2024-10-04,nat,202439,202310,81,54686,2274369,3722,12840,18388,NA,13379,5365,4714,2.3571,2.40445
2024-10-04,nat,202439,202311,80,54263,2228243,3713,13086,17814,NA,13264,5298,4801,2.3545,2.43524
2024-10-04,nat,202439,202312,79,55394,2295244,3665,13043,18685,NA,13685,5286,4695,2.31096,2.41343
2024-10-04,nat,202439,202313,78,53342,2270922,3688,12413,18078,NA,13208,5005,4638,2.25771,2.34891
2024-10-04,nat,202439,202314,77,48355,2191695,3680,11586,15673,NA,11976,4783,4337,2.12953,2.20628
2024-10-04,nat,202439,202315,76,46725,2254413,3665,11151,14832,NA,11853,4552,4337,2.01047,2.0726
2024-10-04,nat,202439,202316,75,44507,2277306,3680,9912,14788,NA,11388,4361,4058,1.90776,1.95437
2024-10-04,nat,202439,202317,74,44802,2270577,3677,10041,15803,NA,11176,4133,3649,1.90393,1.97315
2024-10-04,nat,202439,202318,73,45582,2259439,3652,10013,16115,NA,11224,4283,3947,1.93608,2.0174
2024-10-04,nat,202439,202319,72,45769,2295923,3654,10187,16725,NA,11067,4072,3718,1.90846,1.99349
2024-10-04,nat,202439,202320,71,43287,2201602,3653,9740,15517,NA,10697,3875,3458,1.88236,1.96616
2024-10-04,nat,202439,202321,70,41516,2169098,3518,9389,14611,NA,10386,3640,3490,1.83328,1.91398
2024-10-04,nat,202439,202322,69,41589,2145684,3601,9568,14220,NA,10413,3845,3543,1.83857,1.93826
2024-10-04,nat,202439,202323,68,36939,2182091,3583,8309,11628,NA,9954,3622,3426,1.57748,1.69283
2024-10-04,nat,202439,202324,67,33880,2151633,3589,7741,10223,NA,9289,3447,3180,1.48614,1.57462
2024-10-04,nat,202439,202325,66,30889,2139112,3582,6998,8941,NA,8727,3236,2987,1.36472,1.44401
2024-10-04,nat,202439,202326,65,28486,2151758,3539,6388,8012,NA,8130,3046,2910,1.27095,1.32385
2024-10-04,nat,202439,202327,64,26648,2064286,3569,5944,7475,NA,7472,2940,2817,1.22553,1.29091
2024-10-04,nat,202439,202328,63,25903,2155400,3542,5608,7043,NA,7567,2925,2760,1.15793,1.20177
2024-10-04,nat,202439,202329,62,25802,2163359,3560,5718,6836,NA,7476,2931,2841,1.12685,1.19268
2024-10-04,nat,202439,202330,61,26417,2146245,3551,5812,7046,NA,7475,3137,2947,1.16805,1.23085
2024-10-04,nat,202439,202331,60,26896,2132922,3542,5678,6966,NA,7979,3273,3000,1.20299,1.26099
2024-10-04,nat,202439,202332,59,29313,2156467,3521,5982,7764,NA,8642,3560,3365,1.27357,1.35931
2024-10-04,nat,202439,202333,58,33663,2186399,3533,6688,9759,NA,9791,3784,3641,1.44821,1.53965
2024-10-04,nat,202439,202334,57,40979,2243946,3524,8234,13151,NA,11256,4300,4038,1.70391,1.8262
2024-10-04,nat,202439,202335,56,44411,2245988,3537,8980,14664,NA,11792,4630,4345,1.93305,1.97735
2024-10-04,nat,202439,202336,55,44734,2209523,3538,9546,14159,NA,11819,4621,4589,2.00204,2.0246
2024-10-04,nat,202439,202337,54,45287,2274050,3558,9485,14904,NA,11798,4699,4401,1.94047,1.99147
2024-10-04,nat,202439,202338,53,48265,2261308,3558,10912,16162,NA,11970,4711,4510,2.03761,2.13438
2024-10-04,nat,202439,202339,52,49269,2260617,3552,11376,16110,NA,12299,4934,4550,2.0899200000000002,2.17945
2025-09-26,nat,202538,202340,102,56309,2489991,4103,13519,19001,NA,13441,5294,5054,2.27908,2.26141
2025-09-26,nat,202538,202341,101,57503,2484429,4124,14419,18593,NA,13964,5431,5096,2.33755,2.31454
2025-09-26,nat,202538,202342,100,62457,2482069,4105,15704,20290,NA,14454,5814,6195,2.52242,2.51633
2025-09-26,nat,202538,202343,99,67774,2523186,4135,16986,22514,NA,15480,6082,6712,2.71275,2.68605
2025-09-26,nat,202538,202344,98,72208,2477704,4126,17793,24797,NA,16585,6337,6696,2.94538,2.91431
2025-09-26,nat,202538,202345,97,85458,2567706,4122,21464,29463,NA,19331,7439,7761,3.40957,3.32818
2025-09-26,nat,202538,202346,96,90973,2544844,4129,22031,30863,NA,21568,8086,8425,3.6903,3.5748
2025-09-26,nat,202538,202347,95,85522,2255831,4141,22396,25939,NA,20391,8378,8418,3.92958,3.79115
2025-09-26,nat,202538,202348,94,103664,2616442,4111,22638,30346,NA,28337,11136,11207,4.03334,3.96202
2025-09-26,nat,202538,202349,93,114169,2619366,4073,23367,38203,NA,29030,12200,11369,4.38382,4.35865
2025-09-26,nat,202538,202350,92,136079,2611355,4093,26102,48365,NA,35036,14003,12573,5.18426,5.21105
2025-09-26,nat,202538,202351,91,163310,2586137,4062,29797,53504,NA,45268,18114,16627,6.23157,6.31482
2025-09-26,nat,202538,202352,90,166197,2405363,4043,31368,41682,NA,49904,21635,21608,6.7962,6.90944
2025-09-26,nat,202538,202401,89,143950,2497365,4078,24691,32324,NA,47024,20529,19382,5.71536,5.76408
2025-09-26,nat,202538,202402,88,118061,2483819,4064,18090,31314,NA,36949,16352,15356,4.66576,4.7532
2025-09-26,nat,202538,202403,87,100111,2299842,4084,16160,29171,NA,30578,12643,11559,4.32446,4.35295
2025-09-26,nat,202538,202404,86,105578,2498999,4110,16238,34392,NA,31797,12498,10653,4.22972,4.22481
2025-09-26,nat,202538,202405,85,107946,2522125,4093,17275,38578,NA,30429,11603,10061,4.42065,4.27996
2025-09-26,nat,202538,202406,84,112984,2566895,4095,17971,41796,NA,31617,11550,10050,4.45705,4.40158
2025-09-26,nat,202538,202407,83,108413,2499747,4088,17414,39008,NA,30780,11242,9969,4.35511,4.33696
2025-09-26,nat,202538,202408,82,107398,2483847,4073,17611,37089,NA,31223,11309,10166,4.33545,4.32386
2025-09-26,nat,202538,202409,81,104700,2555691,4058,17307,35950,NA,30505,11037,9901,4.0587,4.09674
2025-09-26,nat,202538,202410,80,94776,2529424,4077,16504,33084,NA,26658,9708,8822,3.72797,3.74694
2025-09-26,nat,202538,202411,79,84989,2498605,4022,15886,29174,NA,23711,8472,7746,3.39722,3.40146
2025-09-26,nat,202538,202412,78,78492,2488074,4069,15075,26537,NA,21956,7812,7112,3.08528,3.15473
2025-09-26,nat,202538,202413,77,73783,2428005,4060,14416,23569,NA,21208,7490,7100,2.97703,3.03883
2025-09-26,nat,202538,202414,76,68552,2420608,4049,13933,20521,NA,20152,7159,6787,2.76586,2.83202
2025-09-26,nat,202538,202415,75,64523,2488849,4064,13273,19776,NA,18246,6845,6383,2.53824,2.59248
2025-09-26,nat,202538,202416,74,57547,2507721,4046,11850,18343,NA,15637,5942,5775,2.24747,2.29479
2025-09-26,nat,202538,202417,73,55418,2465351,4020,11393,18200,NA,14892,5642,5291,2.19144,2.24787
2025-09-26,nat,202538,202418,72,53521,2493729,3976,11132,17618,NA,14266,5364,5141,2.09931,2.14622
2025-09-26,nat,202538,202419,71,50413,2468736,4018,10360,16453,NA,13410,5172,5018,2.00488,2.04206
2025-09-26,nat,202538,202420,70,49410,2426743,3967,10406,15797,NA,13165,5051,4991,1.97657,2.03606
2025-09-26,nat,202538,202421,69,47573,2428922,3921,9846,14632,NA,12852,5281,4962,1.90707,1.95861
2025-09-26,nat,202538,202422,68,44745,2328017,3907,9662,13377,NA,11925,4833,4948,1.87651,1.92202
2025-09-26,nat,202538,202423,67,41225,2387650,3886,8272,11482,NA,11763,4803,4905,1.66065,1.72659
2025-09-26,nat,202538,202424,66,37749,2350585,3883,7428,10240,NA,10852,4591,4638,1.58178,1.60594
2025-09-26,nat,202538,202425,65,35810,2321170,3881,6737,9063,NA,10989,4334,4687,1.49244,1.54276
2025-09-26,nat,202538,202426,64,35224,2351985,3823,6270,9104,NA,10632,4530,4688,1.4663,1.49763
2025-09-26,nat,202538,202427,63,32130,2220134,3865,5818,8091,NA,9483,4037,4701,1.37639,1.44721
2025-09-26,nat,202538,202428,62,35017,2418108,3852,6105,8834,NA,10810,4636,4632,1.45548,1.44812
2025-09-26,nat,202538,202429,61,33357,2322374,3798,5708,8308,NA,10232,4481,4628,1.45233,1.43633
2025-09-26,nat,202538,202430,60,34816,2314401,3879,6025,8686,NA,10737,4552,4816,1.52211,1.50432
2025-09-26,nat,202538,202431,59,35019,2342255,3889,6014,8946,NA,10829,4451,4779,1.53543,1.4951
2025-09-26,nat,202538,202432,58,35085,2331105,3878,6283,9107,NA,10776,4309,4610,1.53984,1.50508
2025-09-26,nat,202538,202433,57,37049,2366776,3888,6611,10514,NA,10927,4425,4572,1.56577,1.56538
2025-09-26,nat,202538,202434,56,41839,2373251,3890,7612,13436,NA,11679,4542,4570,1.76988,1.76294
2025-09-26,nat,202538,202435,55,45676,2417432,3890,8436,15731,NA,12221,4555,4733,1.93414,1.88944
2025-09-26,nat,202538,202436,54,44740,2344763,3898,8653,14746,NA,12074,4689,4578,1.9202,1.90808
2025-09-26,nat,202538,202437,53,46654,2447051,3844,8863,15823,NA,12549,4677,4742,1.95528,1.90654
2025-09-26,nat,202538,202438,52,48504,2489845,3902,9493,17190,NA,12319,4737,4765,1.95303,1.94807
2025-09-26,nat,202538,202439,51,46846,2418511,3877,9467,16115,NA,12155,4627,4482,1.93495,1.93698
