country_code,name,year,popM,popF,pop,pop_80l,pop_80u,pop_95l,pop_95u,pop_low,pop_high
900,World,2024,4120769.361000003,4076211.488000003,8196980.849000006,8193342.404,8200765.122,8191304.756,8202563.887,8182430.618,8211530.616
900,World,2025,4154649.1150000016,4111596.1760000004,8266245.291000002,8258592.354,8274120.16,8254131.544,8278111.411,8237153.894,8295335.053
900,World,2026,4188376.0210000034,4146735.479,8335111.500000004,8323105.275,8347292.984,8316088.652,8353881.803,8291448.036,8378772.233
900,World,2027,4221622.970000001,4181454.2190000024,8403077.189000003,8386601.694,8419679.133,8376377.337,8428252.899,8344798.58,8461353.709
900,World,2028,4254408.642000002,4215751.942000001,8470160.584000003,8448975.92,8491593.317,8436186.374,8503124.344,8397214.481,8543109.3
900,World,2029,4286739.995000002,4249670.067,8536410.062000003,8510206.369,8562677.421,8494164.604,8576813.586,8439824.647,8632969.105
900,World,2030,4318634.518,4283205.242000001,8601839.760000002,8570374.317,8632960.887,8552136.437,8649480.068,8481533.689,8722122.907
900,World,2031,4350082.4459999995,4316316.461000001,8666398.907000002,8629587.153,8703621.314,8607931.503,8722508.47,8522260.705,8810537.426
900,World,2032,4381078.632999999,4348982.084000002,8730060.717,8687152.513,8772397.811,8662560.698,8793913.038,8561963.04,8898201.73
900,World,2033,4411643.785999998,4381193.659000002,8792837.445,8744831.483,8841506.497,8716150.644,8865550.539,8600642.612,8985139.303
900,World,2034,4441777.2739999965,4412955.097999999,8854732.371999996,8800449.92,8908474.739,8767742.602,8937040.868,8632177.807,9077465.967
900,World,2035,4471464.219000002,4444223.771000001,8915687.990000002,8853923.271,8975232.655,8819157.524,9006304.33,8662608.274,9169049.168
900,World,2036,4500698.850000001,4474986.389,8975685.239,8906914.726,9040796.926,8869455.025,9073903.432,8691903.476,9259867.274
900,World,2037,4529430.328,4505189.681000001,9034620.009,8959854.739,9105617.945,8920415.833,9143763.421,8719960.539,9349801.505
900,World,2038,4557690.232000002,4534835.611,9092525.843000002,9011714.254,9170080.815,8968292.951,9212157.39,8746815.625,9438868
900,World,2039,4585436.759,4563894.157999997,9149330.916999996,9063171.387,9233173.496,9014010.825,9277745.806,8772393.79,9526988.61
900,World,2040,4612688.116999999,4592361.370999998,9205049.487999998,9111373.712,9295262.62,9060081.138,9341940.129,8796697.09,9614188.906
900,World,2041,4639358.095000002,4620155.567000002,9259513.662000004,9158011.031,9355814.428,9103490.176,9406061.742,8819538.478,9700331.209
900,World,2042,4665436.948999998,4647270.13,9312707.078999998,9203464.923,9414191.936,9142703.205,9466484.533,8840872.354,9785450.764
900,World,2043,4690916.507000001,4673699.041999998,9364615.548999999,9246435.45,9472745.822,9183925.367,9528356.976,8860651.393,9869598.346
900,World,2044,4715743.806000002,4699388.031999997,9415131.838,9289279.687,9531141.418,9224590.696,9589157.186,8878739.404,9952780.528
900,World,2045,4739861.106000003,4724286.391999999,9464147.498000003,9331099.158,9588753.516,9263312.749,9645564.012,8894986.499,10035008.564
900,World,2046,4763251.679999999,4748380.030000002,9511631.71,9371312.395,9643522.292,9302527.504,9703130.689,8909319.205,10116378.29
900,World,2047,4785842.155999998,4771618.088999999,9557460.244999997,9409431.088,9696962.68,9335283.987,9759606.214,8921569.114,10196895.622
900,World,2048,4807614.938,4793996.903,9601611.841,9446076.661,9748293.608,9369737.693,9817502.603,8931665.704,10276674.272
900,World,2049,4828543.068000001,4815493.147999996,9644036.215999998,9479509.053,9797444.515,9402111.715,9874027.492,8939503.169,10355799.518
900,World,2050,4848610.481999998,4836110.476,9684720.957999997,9510401.951,9842768.056,9429369.207,9925769.93,8945005.928,10434395.512
900,World,2051,4867815.943000001,4855847.706,9723663.649,9542071.981,9889569.241,9456605.882,9977559.042,8948105.36,10512587.339
900,World,2052,4886158.027999999,4874707.352999999,9760865.380999997,9570824.02,9936370.209,9480123.543,10030298.544,8948737.1,10590488.317
900,World,2053,4903650.312000002,4892713.5349999955,9796363.846999997,9595642.058,9979163.713,9502771.602,10078725.867,8946874.02,10668231.353
900,World,2054,4920286.961999998,4909852.509,9830139.470999997,9619441.503,10020598.585,9520055.842,10129079.678,8942444.911,10745864.365
900,World,2055,4936154.358000001,4926181.311999998,9862335.669999998,9642024.002,10061666.851,9538594.532,10176511.736,8935539.936,10823587.538
900,World,2056,4951283.870999998,4941741.243,9893025.113999998,9663825.719,10103279.158,9557036.18,10222192.234,8926201.486,10901495.104
900,World,2057,4965706.040999999,4956543.2310000025,9922249.272000002,9682085.429,10142251.31,9576274.103,10261929.555,8914458.863,10979628.049
900,World,2058,4979442.822000004,4970636.663999999,9950079.486000003,9700541.045,10179634.943,9589624.139,10303622.07,8900381.497,11058047.591
900,World,2059,4992544.670999999,4984050.008000003,9976594.679000001,9717595.53,10213862.704,9604576.389,10343774.273,8884054.037,11136814.462
900,World,2060,5005036.974999999,4996832.929999997,10001869.904999996,9732969.823,10251139.373,9619765.555,10383530.832,8865575.454,11215959.888
900,World,2061,5016956.106999997,5009006.414000002,10025962.520999998,9746396.473,10286760.301,9629835.212,10420802.638,8845043.371,11295474.302
900,World,2062,5028357.8999999985,5020612.777999996,10048970.677999996,9758205.397,10320517.699,9638733.247,10461043.846,8822587.979,11375395.203
900,World,2063,5039243.669000002,5031685.722999999,10070929.392,9770883.23,10356551.9,9644640.64,10501110.098,8798295.537,11455671.669
900,World,2064,5049640.995999999,5042235.085000003,10091876.081000002,9782030.949,10387742.978,9648693.427,10534524.435,8772252.269,11536249.764
900,World,2065,5059540.146999999,5052282.894000002,10111823.041000001,9790393.626,10420084.943,9648596.159,10565237.359,8744537.01,11617032.414
900,World,2066,5068964.1620000005,5061847.012,10130811.174,9799871.884,10450182.56,9655716.614,10600216.586,8715252.033,11697962.642
900,World,2067,5077884.234999999,5070921.311999998,10148805.546999998,9805570.61,10479051.33,9659308.691,10632991.18,8684428.212,11778916.376
900,World,2068,5086307.194000002,5079491.140000002,10165798.334000004,9807273.091,10510089.983,9657809.525,10669486.371,8652115.936,11859816.208
900,World,2069,5094208.421999999,5087557.512999999,10181765.934999999,9811909.585,10538594.251,9658547.674,10701603.482,8618352.322,11940573.515
900,World,2070,5101588.150000002,5095129.832999997,10196717.983,9816768.694,10567429.965,9653626.744,10738519.174,8583184.807,12021164.167
900,World,2071,5108439.435999998,5102205.717999999,10210645.153999997,9817995.756,10592433.65,9648454.389,10770683.706,8546642.865,12101551.813
900,World,2072,5114724.776,5108740.408,10223465.184,9816471.595,10615866.663,9646663.319,10800764.111,8508687.157,12181632.528
900,World,2073,5120450.807000003,5114739.656999999,10235190.464000002,9816170.517,10643054.679,9637965.525,10829400.032,8469353.044,12261422.777
900,World,2074,5125599.891,5120179.755999999,10245779.647,9820309.082,10672701.256,9627671.044,10868471.839,8428626.668,12340888.367
900,World,2075,5130162.102999996,5125051.112999997,10255213.215999994,9816915.106,10694756.376,9616563.902,10896147.762,8386503.596,12420036.107
900,World,2076,5134127.482000001,5129362.166000001,10263489.648000002,9814821.231,10720040.183,9607888.965,10925447.324,8342989.249,12498906.34
900,World,2077,5137503.431999999,5133096.965000002,10270600.397,9809450.759,10743894.095,9597384.346,10953021.854,8298086.442,12577530.64
900,World,2078,5140266.686000001,5136245.561999998,10276512.248,9802748.844,10762993.994,9587437.061,10976670.276,8251775.028,12655916.695
900,World,2079,5142442.488999998,5138820.208999998,10281262.697999995,9795211.974,10780888.418,9575259.605,11008518.847,8204091.507,12734155.524
900,World,2080,5144055.06,5140838.299000003,10284893.359000003,9785661.282,10801099.603,9561202.671,11034457.423,8155069.166,12812350.298
900,World,2081,5145108.802,5142321.309000001,10287430.111000001,9771928.23,10818733.608,9547199.346,11062174.739,8104741.389,12890566.26
900,World,2082,5145666.059000002,5143313.929999998,10288979.989,9760035.158,10834955.836,9536913.056,11086804.62,8053191.432,12968978.559
900,World,2083,5145707.642999998,5143807.014999998,10289514.657999996,9744879.636,10849683.528,9511018.713,11110795.946,8000404.711,13047577.724
900,World,2084,5145270.350999999,5143845.478999998,10289115.829999998,9730051.042,10865885.508,9494768.377,11127229.209,7946456.83,13126478.913
900,World,2085,5144359.430000001,5143437.937999999,10287797.368,9716977.529,10883057.786,9480512.356,11144789.542,7891365.386,13205711.278
900,World,2086,5143003.189000001,5142616.162000001,10285619.351000004,9701959.427,10898433.928,9457292.341,11168301.258,7835192.737,13285346.203
900,World,2087,5141211.879000002,5141391.516999998,10282603.396,9690214.337,10917631.786,9439599.858,11185273.008,7777963.333,13365407.548
900,World,2088,5139018.654,5139787.095000002,10278805.749000002,9671578.683,10926763.415,9411182.866,11206279.694,7719737.518,13445945.413
900,World,2089,5136406.339000003,5137824.471,10274230.810000002,9652554.058,10941746.668,9385005.297,11237915.988,7660529.339,13526948.101
900,World,2090,5133400.663999997,5135498.666999999,10268899.330999997,9634218.357,10951628.616,9359630.847,11260233.446,7600378.118,13608403.177
900,World,2091,5129994.0359999975,5132830.059999999,10262824.095999997,9612065.647,10965531.245,9333465.428,11288634.839,7539315.006,13690286.31
900,World,2092,5126185.556,5129807.0989999985,10255992.654999997,9593522.959,10975213.975,9301403.981,11310333.209,7477351.994,13772537.713
900,World,2093,5121964.487000001,5126412.374999999,10248376.862,9571545.185,10990535.316,9271488.579,11325191.882,7414495.578,13855070.025
900,World,2094,5117344.065000002,5122650.747000001,10239994.812000003,9546011.771,10999016.667,9237169.203,11333449.024,7350792.198,13937850.785
900,World,2095,5112312.433000001,5118499.956000002,10230812.389000002,9522016.99,11004809.635,9210375.242,11352782.714,7286243.659,14020783.038
900,World,2096,5106901.624999997,5113987.732999998,10220889.357999995,9496250.134,11014105.327,9172602.849,11373916.599,7220933.546,14103886.454
900,World,2097,5101106.933999999,5109102.328999997,10210209.262999997,9470684.708,11018420.066,9137594.792,11412451.587,7154880.935,14187091.49
900,World,2098,5094935.207,5103835.254,10198770.461,9445059.679,11024855.457,9104763.84,11428866.964,7088139.596,14270320.563
900,World,2099,5088412.844000001,5098194.825999997,10186607.669999998,9420529.336,11029683.659,9068958.314,11435077.706,7020776.443,14353569.64
900,World,2100,5081537.024999999,5092176.807999999,10173713.832999999,9389768.191,11039967.241,9024706.019,11439651.126,6952851.432,14436751.249
1834,Sub-Saharan Africa,2024,627404.7980000003,630893.6599999999,1258298.458,1256239.858,1260231.971,1255132.538,1261153.179,1255994.908,1260602.015
1834,Sub-Saharan Africa,2025,642710.4079999999,646121.7829999997,1288832.1909999996,1285052.076,1292340.44,1282768.483,1294240.315,1284184.292,1293480.159
1834,Sub-Saharan Africa,2026,658155.4890000001,661501.8950000003,1319657.3840000003,1314076.167,1325047.995,1310926.523,1327532.782,1312608.43,1326706.54
1834,Sub-Saharan Africa,2027,673816.5210000001,677111.715,1350928.236,1343485.996,1358352.987,1339438.918,1361474.974,1341417.014,1360439.915
1834,Sub-Saharan Africa,2028,689584.6730000001,692841.347,1382426.02,1373267.622,1391865.539,1368065.593,1396249.858,1370387.629,1394465.349
1834,Sub-Saharan Africa,2029,705495.4009999994,708728.7840000001,1414224.1849999996,1402445.468,1425755.684,1396440.905,1430897.807,1397995.694,1430424.211
1834,Sub-Saharan Africa,2030,721509.0190000001,724733.745,1446242.764,1432244.675,1460022.099,1425483.974,1466591.981,1425728.529,1466718.909
1834,Sub-Saharan Africa,2031,737664.3809999999,740896.5279999996,1478560.9089999995,1462448.207,1495135.984,1454507.975,1502940.154,1453654.905,1503425.477
1834,Sub-Saharan Africa,2032,753882.1209999998,757136.137,1511018.258,1491874.844,1530044.63,1482917.348,1539442.674,1481611.187,1540384.018
1834,Sub-Saharan Africa,2033,770174.156,773465.8920000003,1543640.0480000004,1521627.239,1565221.049,1511210.468,1576681.223,1509620.862,1577619.736
1834,Sub-Saharan Africa,2034,786571.6399999999,789918.1060000001,1576489.746,1551506.431,1600995.648,1540098.327,1614653.239,1536533.403,1616397.007
1834,Sub-Saharan Africa,2035,803061.8879999999,806481.1610000003,1609543.049,1581773.828,1637152.836,1568970.356,1652077.814,1563518.876,1655517.881
1834,Sub-Saharan Africa,2036,819589.4899999995,823099.9369999999,1642689.4269999994,1612117.813,1673413.577,1597327.396,1689834.599,1590460.085,1694871.809
1834,Sub-Saharan Africa,2037,836139.9720000002,839761.8860000003,1675901.8580000005,1642300.566,1709964.75,1625020.296,1728243.095,1617328.072,1734432.642
1834,Sub-Saharan Africa,2038,852728.0999999999,856479.8720000004,1709207.9720000003,1672685.077,1746591.596,1653389.51,1766372.431,1644147.475,1774231.609
1834,Sub-Saharan Africa,2039,869351.1959999998,873252.801,1742603.9969999997,1702555.343,1783476.218,1681850.997,1804708.911,1670906.538,1814276.014
1834,Sub-Saharan Africa,2040,886002.2779999998,890072.3339999999,1776074.6119999997,1732736.518,1819777.21,1709559.5,1843960.646,1697575.585,1854571.292
1834,Sub-Saharan Africa,2041,902648.9850000001,906909.9110000002,1809558.8960000002,1761981.04,1856820.509,1737248.198,1882870.39,1724075.366,1895083.324
1834,Sub-Saharan Africa,2042,919297.544,923766.7200000003,1843064.2640000004,1792472.12,1893899.494,1764930.829,1922254.724,1750391.692,1935851.611
1834,Sub-Saharan Africa,2043,935962.9319999998,940663.508,1876626.44,1823055.94,1931201.113,1793139.821,1962149.012,1776539.805,1976943.368
1834,Sub-Saharan Africa,2044,952601.5620000006,957553.8770000003,1910155.439000001,1852135.983,1969975.769,1820503.637,2001256.111,1802410.717,2018298.471
1834,Sub-Saharan Africa,2045,969187.384,974413.9929999998,1943601.3769999999,1883010.118,2007716.589,1848038.854,2042227.812,1827936.843,2059895.62
1834,Sub-Saharan Africa,2046,985759.1590000002,991281.5130000004,1977040.6720000007,1912710.401,2045688.894,1875380.823,2084321.358,1853178.266,2101838.161
1834,Sub-Saharan Africa,2047,1002330.0769999995,1008170.343,2010500.4199999995,1942137.602,2082767.16,1902983.072,2124847.139,1878146.921,2144178.832
1834,Sub-Saharan Africa,2048,1018837.354,1025016.9899999996,2043854.3439999996,1971430.886,2122143.861,1931836.211,2164997.692,1902701.886,2186816.045
1834,Sub-Saharan Africa,2049,1035264.9389999998,1041806.4399999994,2077071.3789999993,1999571.415,2158608.217,1959091.866,2206510.787,1926800.14,2229740.113
1834,Sub-Saharan Africa,2050,1051623.6560000002,1058548.9580000003,2110172.6140000005,2028298.957,2196577.098,1986650.979,2247873.272,1950451.054,2272992.664
1834,Sub-Saharan Africa,2051,1067995.6239999996,1075325.4090000005,2143321.033,2056429.745,2235220.815,2013940.511,2289093.932,1973806.651,2316755.966
1834,Sub-Saharan Africa,2052,1084264.8820000011,1092019.995,2176284.8770000013,2084402.155,2274055.425,2039942.682,2329481.424,1996623.531,2360817.613
1834,Sub-Saharan Africa,2053,1100428.9080000003,1108631.7869999995,2209060.695,2112308.23,2310850.793,2064686.172,2370623.354,2018891.605,2405187.822
1834,Sub-Saharan Africa,2054,1116528.6160000002,1125199.8049999995,2241728.4209999996,2138909.462,2348491.045,2089518.878,2413894.851,2040686.484,2449955.848
1834,Sub-Saharan Africa,2055,1132562.0249999994,1141717.5599999994,2274279.584999999,2166089.233,2388191.09,2114487.068,2454094.276,2061998.479,2495117.457
1834,Sub-Saharan Africa,2056,1148491.3050000006,1158154.6690000007,2306645.9740000013,2194318.637,2427861.44,2139300.401,2497229.837,2082761.18,2540604.479
1834,Sub-Saharan Africa,2057,1164276.2949999992,1174466.6549999998,2338742.9499999993,2220507.02,2467330.885,2163231.383,2540547.861,2102894.127,2586328.789
1834,Sub-Saharan Africa,2058,1179958.4689999996,1190696.6509999998,2370655.119999999,2247976.484,2507449.881,2188271.819,2582610.41,2122486.18,2632371.256
1834,Sub-Saharan Africa,2059,1195614.8659999992,1206919.5520000006,2402534.4179999996,2273992.629,2546537.165,2211948.862,2627383.766,2141697.062,2678876.651
1834,Sub-Saharan Africa,2060,1211098.6260000004,1222989.6649999989,2434088.2909999993,2300591.668,2588441.978,2236476.413,2670427.347,2160242.369,2725544.86
1834,Sub-Saharan Africa,2061,1226490.9180000003,1238985.2610000004,2465476.1790000005,2326204.764,2628671.314,2261406.672,2715302.825,2178291.283,2772526.166
1834,Sub-Saharan Africa,2062,1241649.1500000004,1254765.1219999995,2496414.272,2351241.969,2665704.788,2283658.343,2759615.322,2195571.278,2819527.3
1834,Sub-Saharan Africa,2063,1256653.7599999993,1270409.8199999991,2527063.579999998,2375830.66,2703275.385,2305163.329,2806013.364,2212255.009,2866699.747
1834,Sub-Saharan Africa,2064,1271518.3750000007,1285929.059,2557447.4340000004,2400833.582,2745083.911,2327016.542,2852066.055,2228375.71,2914060.179
1834,Sub-Saharan Africa,2065,1286228.79,1301310.012,2587538.802,2425383.731,2784660.556,2350688.832,2897001.445,2243916.994,2961574.348
1834,Sub-Saharan Africa,2066,1300736.152,1316500.741,2617236.893,2447942.288,2820765.345,2369571.362,2939793.61,2258788.978,3009135.366
1834,Sub-Saharan Africa,2067,1315092.2540000004,1331557.537,2646649.791,2469413.073,2858642.901,2389858.326,2982801.436,2273110.316,3056846.207
1834,Sub-Saharan Africa,2068,1329226.1239999996,1346405.8579999993,2675631.981999999,2493770.469,2898922.252,2406519.889,3027738.756,2286746.194,3104557.038
1834,Sub-Saharan Africa,2069,1343186.6710000003,1361088.7109999997,2704275.382,2516897.308,2939190.277,2425504.359,3072978.315,2299797.819,3152357.889
1834,Sub-Saharan Africa,2070,1356958.206999999,1375596.7260000003,2732554.9329999993,2536933.771,2978795.362,2445247.335,3116362.141,2312248.228,3200224.042
1834,Sub-Saharan Africa,2071,1370533.9799999997,1389918.6780000003,2760452.658,2558841.64,3016446.877,2464539.773,3163406.336,2324084.156,3248141.666
1834,Sub-Saharan Africa,2072,1383893.702,1404040.3759999995,2787934.0779999997,2579834.385,3053951.277,2481662.392,3208486.348,2335277.822,3296079.483
1834,Sub-Saharan Africa,2073,1397022.1170000006,1417939.4560000002,2814961.573000001,2598241.34,3091948.233,2500173.395,3251050.372,2345796.304,3344004.762
1834,Sub-Saharan Africa,2074,1409961.2729999996,1431660.296000001,2841621.5690000006,2615905.015,3129346.927,2515362.676,3294933.797,2355731.838,3392007.779
1834,Sub-Saharan Africa,2075,1422667.4120000002,1445152.953,2867820.365,2635908.189,3166266.699,2529944.788,3338877.305,2364992.614,3440002.935
1834,Sub-Saharan Africa,2076,1435111.493,1458390.4160000002,2893501.909,2654280.186,3203634.37,2546675.234,3378987.19,2373523.69,3487943.128
1834,Sub-Saharan Africa,2077,1447385.7919999994,1471464.1089999997,2918849.900999999,2672558.751,3240716.732,2561809.72,3423650.142,2381513.037,3536017.229
1834,Sub-Saharan Africa,2078,1459404.6759999995,1484286.8509999996,2943691.526999999,2688945.756,3278806.937,2575294.815,3469322.468,2388790.185,3584058.951
1834,Sub-Saharan Africa,2079,1471121.781,1496811.259999999,2967933.0409999993,2705418.675,3316411.366,2586949.751,3508934.108,2395261.731,3631982.769
1834,Sub-Saharan Africa,2080,1482595.6560000007,1509096.1199999996,2991691.7760000005,2722595.006,3352377.114,2600249.806,3552518.175,2401046.69,3679912.537
1834,Sub-Saharan Africa,2081,1493797.204,1521109.5150000004,3014906.7190000005,2738903.892,3389002.622,2613613.07,3599273.034,2406085.094,3727793.181
1834,Sub-Saharan Africa,2082,1504783.4869999997,1532909.8329999992,3037693.319999999,2752247.589,3424571.3,2623269.611,3646006.274,2410489.39,3775750.287
1834,Sub-Saharan Africa,2083,1515522.8350000004,1544459.1980000006,3059982.0330000008,2766300.76,3460921.978,2634047.172,3695206.536,2414200.129,3823708.845
1834,Sub-Saharan Africa,2084,1525958.6269999999,1555707.3660000004,3081665.9930000002,2780518.01,3497623.509,2644287.828,3739747.469,2417113.891,3871563.265
1834,Sub-Saharan Africa,2085,1536205.5639999995,1566762.6109999998,3102968.1749999993,2795599.66,3532869.273,2654597.101,3783317.146,2419462.582,3919530.619
1834,Sub-Saharan Africa,2086,1546225.4200000002,1577588.3569999996,3123813.777,2806530.466,3566986.252,2666182.396,3826753.462,2421178.346,3967532.642
1834,Sub-Saharan Africa,2087,1555898.7260000003,1588060.8669999999,3143959.5930000003,2818263.669,3603359.266,2676670.204,3874236.118,2422024.141,4015322.155
1834,Sub-Saharan Africa,2088,1565276.8030000003,1598229.0189999996,3163505.8219999997,2831492.344,3632510.797,2679665.947,3914883.45,2422106.934,4062995.594
1834,Sub-Saharan Africa,2089,1574474.3070000005,1608209.8169999998,3182684.1240000003,2842741.608,3666232.226,2692635.06,3957971.292,2421671.937,4110772.218
1834,Sub-Saharan Africa,2090,1583408.390999999,1617915.9239999999,3201324.3149999985,2851565.09,3696910.92,2697418.904,4002917.739,2420560.947,4158470.49
1834,Sub-Saharan Africa,2091,1592025.957,1627293.3919999998,3219319.3489999995,2858711.582,3731417.306,2701007.903,4050622.46,2418673.882,4205978.828
1834,Sub-Saharan Africa,2092,1600369.1550000014,1636380.3250000002,3236749.4800000014,2865828.387,3767606.734,2702376.629,4097287.223,2416108.656,4253360.48
1834,Sub-Saharan Africa,2093,1608463.6009999996,1645208.728,3253672.3289999994,2876656.722,3800617.24,2709329.513,4147159.127,2412930.486,4300668.029
1834,Sub-Saharan Africa,2094,1616335.043,1653799.7889999999,3270134.832,2885251.165,3830442.01,2713327.42,4195660.445,2409198.115,4347939.246
1834,Sub-Saharan Africa,2095,1623927.6539999999,1662091.9090000002,3286019.563,2891421.693,3868938.068,2718037.561,4255978.259,2404810.847,4395041.282
1834,Sub-Saharan Africa,2096,1631338.2130000005,1670185.0930000006,3301523.306000001,2898766.864,3904436.808,2723152.157,4301271.085,2399978.333,4442161.438
1834,Sub-Saharan Africa,2097,1638455.2169999995,1677967.7309999997,3316422.947999999,2902402.784,3940667.98,2722912.366,4347441.51,2394492.303,4489064.595
1834,Sub-Saharan Africa,2098,1645344.1949999996,1685504.3310000002,3330848.5259999996,2909715.261,3977697.957,2727666.025,4409810.472,2388496.201,4535871.51
1834,Sub-Saharan Africa,2099,1651972.2990000006,1692756.1310000003,3344728.4300000006,2911621.307,4009061.361,2731949.388,4463071.302,2381935.255,4582497.193
1834,Sub-Saharan Africa,2100,1658398.7560000003,1699790.1539999996,3358188.91,2916718.91,4045069.358,2734047.302,4515024.465,2374946.719,4629061.923
1833,Northern Africa and Western Asia,2024,301238.0849999999,284753.62200000003,585991.7069999999,584763.236,587116.52,584185.853,587663.78,584914.33,587069.089
1833,Northern Africa and Western Asia,2025,305932.59200000006,289274.67299999995,595207.265,592953.661,597436.799,591619.902,598499.036,593042.053,597372.492
1833,Northern Africa and Western Asia,2026,310662.87299999985,293874.25499999995,604537.1279999998,601033.302,607708.781,599294.929,609737.829,601270.663,607803.598
1833,Northern Africa and Western Asia,2027,315111.731,298240.9059999999,613352.6369999999,608886.471,617746.671,606368.697,620370.395,608970.344,617734.889
1833,Northern Africa and Western Asia,2028,319457.529,302542.88899999997,622000.418,616090.757,627537.34,612585.452,630714.904,616488.298,627512.343
1833,Northern Africa and Western Asia,2029,323740.4210000001,306814.07300000003,630554.4940000002,623638.103,637434.537,619306.38,641192.005,623208.029,637895.394
1833,Northern Africa and Western Asia,2030,327931.5419999998,311030.77400000015,638962.3159999999,630831.279,647044.457,625937.71,651699.317,629758.907,648157.103
1833,Northern Africa and Western Asia,2031,332097.77500000014,315225.08700000006,647322.8620000002,638099.801,656923.146,632340.231,662049.091,636238.598,658396.561
1833,Northern Africa and Western Asia,2032,336240.0819999998,319400.37499999994,655640.4569999997,645064.241,666552.572,638870.242,672618.672,642650.562,668618.2
1833,Northern Africa and Western Asia,2033,340370.09400000004,323563.37699999975,663933.4709999998,651821.939,676097.968,644700.311,682710.435,649012.729,678840.686
1833,Northern Africa and Western Asia,2034,344475.7439999997,327703.038,672178.7819999997,658789.088,685754.547,651258.093,693329.992,654810.092,689531.073
1833,Northern Africa and Western Asia,2035,348563.197,331826.3999999999,680389.5969999998,665454.406,695335.023,657255.638,703296.817,660542.133,700219.96
1833,Northern Africa and Western Asia,2036,352634.883,335934.23699999996,688569.1199999999,672472.597,704753.051,663282.198,713678.122,666211.751,710909.638
1833,Northern Africa and Western Asia,2037,356697.0530000001,340029.10499999986,696726.1579999999,679185.418,714098.125,668970.712,723465.226,671827.888,721608.695
1833,Northern Africa and Western Asia,2038,360723.456,344087.2999999999,704810.7559999998,685584.146,723527.864,674999.185,733945.311,677340.947,732266.787
1833,Northern Africa and Western Asia,2039,364749.334,348143.2249999999,712892.5589999999,692370.752,733684.603,681083.662,745073.259,682820.926,742953.546
1833,Northern Africa and Western Asia,2040,368746.45,352167.1390000002,720913.5890000002,698835.589,743479.365,686239.597,755147.601,688209.108,753612.152
1833,Northern Africa and Western Asia,2041,372705.17700000014,356151.1959999998,728856.3729999999,705094.633,752857.885,692042.317,766360.081,693487.274,764227.007
1833,Northern Africa and Western Asia,2042,376623.77499999985,360093.01999999967,736716.7949999995,711292.405,762041.365,697691.461,777188.694,698649.694,774796.653
1833,Northern Africa and Western Asia,2043,380485.73800000007,363976.14599999995,744461.8840000001,717298.165,771711.081,703766.868,787169.86,703661.202,785291.807
1833,Northern Africa and Western Asia,2044,384311.6190000001,367820.29500000016,752131.9140000003,723800.583,781164.655,709420.837,798183.772,708560.218,795758.428
1833,Northern Africa and Western Asia,2045,388091.5339999999,371614.7010000002,759706.2350000001,729805.715,791130.672,715615.122,807685.686,713321.666,806183.908
1833,Northern Africa and Western Asia,2046,391796.63499999995,375332.5680000002,767129.2030000002,735257.16,799571.584,720913.152,817361.309,717884.767,816522.777
1833,Northern Africa and Western Asia,2047,395455.501,378998.1769999998,774453.6779999998,740526.197,808586.399,725622.622,828072.435,722296.381,826839.804
1833,Northern Africa and Western Asia,2048,399070.9820000001,382615.54600000003,781686.5280000002,746121.205,817168.544,730451.369,837022.277,726556.609,837155.633
1833,Northern Africa and Western Asia,2049,402647.07699999993,386192.6699999999,788839.7469999999,751992.502,825994.046,734869.913,846714.752,730670.318,847496.161
1833,Northern Africa and Western Asia,2050,406155.05399999995,389697.28699999995,795852.3409999999,757921.325,835665.464,740391.329,856606.72,734569.403,857814.322
1833,Northern Africa and Western Asia,2051,409583.942,393124.32800000027,802708.2700000003,763782.025,844439.158,744537.32,867448.215,738231.723,868106.225
1833,Northern Africa and Western Asia,2052,412936.69399999984,396471.5519999999,809408.2459999998,768373.655,853096.217,748098.085,876789.404,741652.53,878383.31
1833,Northern Africa and Western Asia,2053,416253.3619999999,399782.46799999976,816035.8299999996,773226.798,861245.121,752827.722,885607.334,744910.96,888738.162
1833,Northern Africa and Western Asia,2054,419510.02400000003,403032.5239999999,822542.548,778063.343,869774.563,755865.848,894314.225,747954.239,899129.845
1833,Northern Africa and Western Asia,2055,422682.61299999984,406200.09700000007,828882.71,782293.76,878264.167,759709.387,904888.639,750733.807,909517.431
1833,Northern Africa and Western Asia,2056,425778.9960000001,409291.29400000005,835070.2900000002,785667.618,886108.378,763041.364,915001.745,753262.665,919916.787
1833,Northern Africa and Western Asia,2057,428803.53599999996,412308.386,841111.922,789439.091,893651.537,766081.803,924064.622,755546.894,930334.834
1833,Northern Africa and Western Asia,2058,431769.38599999994,415263.9380000001,847033.324,794540.503,902012.305,769400.701,932496.894,757612.121,940796.57
1833,Northern Africa and Western Asia,2059,434679.18100000004,418160.4309999999,852839.612,798653.828,910108.219,773134.157,940341.863,759464.465,951304.613
1833,Northern Africa and Western Asia,2060,437542.11499999993,421011.94000000006,858554.0549999999,803561.984,918290.179,776382.412,950656.562,761129.301,961877.817
1833,Northern Africa and Western Asia,2061,440316.6850000002,423771.27400000003,864087.9590000003,806023.73,925610.615,778745.511,958509.466,762520.888,972421.601
1833,Northern Africa and Western Asia,2062,443044.64800000004,426480.16299999994,869524.811,809130.111,932993.169,781387.899,970108.954,763727.117,983012.197
