Entity,Code,Year,Below $3 a day,$3-$10 a day,$10-$30 a day,Above $30 a day
Albania,ALB,1996,94022,2173977,893264,6770
Albania,ALB,2002,127981,2104725,779910,38394
Albania,ALB,2005,79811,1859922,1028643,43111
Albania,ALB,2008,24383,1706167,1162708,54056
Albania,ALB,2012,52050,1699504,1110869,37978
Albania,ALB,2014,106207,1551125,1161786,69986
Albania,ALB,2015,32116,1275964,1435441,137182
Albania,ALB,2016,32805,1257590,1426626,159080
Albania,ALB,2017,41505,1243553,1440493,147906
Albania,ALB,2018,28951,968423,1725721,143281
Albania,ALB,2019,7774,963647,1708901,173869
Albania,ALB,2020,9675,871610,1789895,166669
Algeria,DZA,1988,2956552,15767637,4969940,415407
Algeria,DZA,1995,3361476,18123269,6625869,359578
Algeria,DZA,2011,0,21541999,14873702,613951
Angola,AGO,2000,4396533,8148798,3234700,530829
Angola,AGO,2008,4856783,12391013,4374550,374368
Angola,AGO,2018,12370168,14651954,4017844,440530
Argentina (urban),,1980,0,2601806,10277900,10338266
Argentina (urban),,1986,332967,1996768,11891382,12106179
Argentina (urban),,1987,399474,3181053,12480076,10801185
Argentina (urban),,1991,371912,6529241,15460496,6657703
Argentina (urban),,1992,735617,6522255,14813046,7425070
Argentina (urban),,1993,872868,6283822,14990718,7822284
Argentina (urban),,1994,823949,6742404,15135778,7743897
Argentina (urban),,1995,1582863,7834665,14716596,6785008
Argentina (urban),,1996,1698221,8387795,14326232,6969870
Argentina (urban),,1997,1659340,8070551,14529366,7577545
Argentina (urban),,1998,1827357,8875858,14212610,7368363
Argentina (urban),,1999,1933148,9361112,14353891,7081455
Argentina (urban),,2000,2436819,9857640,13850174,7028657
Argentina (urban),,2001,3604821,10365361,13284868,6354830
Argentina (urban),,2002,5806569,13235519,11254947,3743037
Argentina (urban),,2003,2821463,11081670,14142459,6415608
Argentina (urban),,2004,2099848,10087581,15246054,7446501
Argentina (urban),,2005,1562206,9202955,15932594,8609513
Argentina (urban),,2006,1238049,7833537,16286167,10381395
Argentina (urban),,2007,997655,7962107,16318061,10883725
Argentina (urban),,2008,959954,7021590,17037495,11576941
Argentina (urban),,2009,906921,6546925,17050243,12547567
Argentina (urban),,2010,575574,6346869,17528433,13059492
Argentina (urban),,2011,458596,5526901,17420318,14564913
Argentina (urban),,2012,487751,5133609,17795752,15001072
Argentina (urban),,2013,423223,5324924,17854388,15253529
Argentina (urban),,2014,416356,6270967,18834525,13792256
Argentina (urban),,2016,510450,6167859,19058585,14487646
Argentina (urban),,2017,452771,5247296,18980699,15953850
Argentina (urban),,2018,672105,6596409,19867724,13888202
Argentina (urban),,2019,696965,7623787,19824930,13225858
Argentina (urban),,2020,914522,9403391,20264915,11043944
Argentina (urban),,2021,569627,7897457,21154876,12169104
Argentina (urban),,2022,542803,7920984,22221476,11247573
Argentina (urban),,2023,487367,9045460,21277951,11295394
Argentina (urban),,2024,407685,8486720,21445345,11965298
Armenia,ARM,1999,670487,2180817,289260,26722
Armenia,ARM,2001,775368,2122473,298706,15253
Armenia,ARM,2002,632480,2241396,303550,22374
Armenia,ARM,2003,472444,2414179,270559,25318
Armenia,ARM,2004,327503,2335263,443516,58618
Armenia,ARM,2005,192385,2337319,552251,64445
Armenia,ARM,2006,141145,2322415,638094,25446
Armenia,ARM,2007,114672,2133299,822632,36797
Armenia,ARM,2008,61912,2080836,919533,24819
Armenia,ARM,2009,95481,2272494,681932,16093
Armenia,ARM,2010,89654,2281929,648074,25143
Armenia,ARM,2011,94761,2177640,725352,30147
Armenia,ARM,2012,75566,2158213,755003,35318
Armenia,ARM,2013,89052,2046955,859008,26985
Armenia,ARM,2014,103602,2004575,853831,51792
Armenia,ARM,2015,85703,1870125,971054,77718
Armenia,ARM,2016,75286,1674509,1205258,37247
Armenia,ARM,2017,70388,1929199,917148,62665
Armenia,ARM,2018,86001,1916760,885478,80761
Armenia,ARM,2019,71924,2052761,795204,42611
Armenia,ARM,2020,44914,2156587,744557,15442
Armenia,ARM,2021,62744,2087172,783996,28388
Armenia,ARM,2022,56322,2072226,818686,21966
Armenia,ARM,2023,57152,2083473,800375,23300
Australia,AUS,1981,148263,224000,5298517,9252480
Australia,AUS,1985,158090,317012,5473881,9839329
Australia,AUS,1989,125145,378600,5631563,10679108
Australia,AUS,1995,178740,315973,7065822,10444347
Australia,AUS,2001,191218,241916,6021493,12820073
Australia,AUS,2003,196681,245591,5669424,13609040
Australia,AUS,2004,142028,156069,4734187,14900438
Australia,AUS,2008,142253,71628,3186386,17848933
Australia,AUS,2010,76928,219758,2936832,18798232
Australia,AUS,2014,117022,176006,2464530,20718128
Australia,AUS,2016,120650,181597,2776112,21112549
Australia,AUS,2018,124091,187815,2868974,21782378
Australia,AUS,2020,253724,130384,2555407,22709733
Austria,AUT,1994,18326,79165,933519,6905108
Austria,AUT,1995,0,79057,1013159,6856062
Austria,AUT,1996,0,58611,1112009,6788397
Austria,AUT,1997,19600,57750,1034537,6856154
Austria,AUT,1998,19100,74982,1000947,6881760
Austria,AUT,1999,18063,40045,870973,7063243
Austria,AUT,2000,19599,59069,900924,7031974
Austria,AUT,2003,30311,32205,769143,7289764
Austria,AUT,2004,6673,44468,649516,7471309
Austria,AUT,2005,12645,46090,682763,7486331
Austria,AUT,2006,12017,36918,682067,7537639
Austria,AUT,2007,31641,41258,729274,7493314
Austria,AUT,2008,42365,52060,667165,7559906
Austria,AUT,2009,57442,45411,659831,7580639
Austria,AUT,2010,43458,41554,599151,7679241
Austria,AUT,2011,40013,74601,620610,7656419
Austria,AUT,2012,56609,64488,709845,7599049
Austria,AUT,2013,28662,41261,604466,7805434
Austria,AUT,2014,19166,52443,652096,7822651
Austria,AUT,2015,59169,78178,602183,7903169
Austria,AUT,2016,58017,80119,565868,8032664
Austria,AUT,2017,30768,41282,606327,8119189
Austria,AUT,2018,50246,56336,547497,8186442
Austria,AUT,2019,57422,30701,584238,8207559
Austria,AUT,2020,65861,46689,603762,8200552
Austria,AUT,2021,43509,78858,582890,8250540
Austria,AUT,2022,58227,49934,509969,8423721
Austria,AUT,2023,48236,53291,540395,8489839
Azerbaijan,AZE,1995,1510451,5229543,915434,29422
Azerbaijan,AZE,2001,924516,5690091,1377163,119430
Azerbaijan,AZE,2002,19809,5808012,2248455,95674
Azerbaijan,AZE,2003,20482,5432563,2662657,118398
Azerbaijan,AZE,2004,3890,5517336,2645647,139627
Azerbaijan,AZE,2005,0,4791353,3421859,178638
Bangladesh,BGD,1983,45530314,49762236,1282514,0
Bangladesh,BGD,1985,42006219,57142786,2287576,8115
Bangladesh,BGD,1988,55361610,50765380,2147003,50911
Bangladesh,BGD,1991,58822273,54147124,1844231,56020
Bangladesh,BGD,1995,53687924,64931941,4769806,341601
Bangladesh,BGD,2000,55665672,72543230,6039572,295830
Bangladesh,BGD,2005,46766829,89021432,8459154,468377
Bangladesh,BGD,2010,38230991,102922334,10616970,431689
Bangladesh,BGD,2016,31376284,115045771,13652151,737730
Bangladesh,BGD,2022,10009088,128268976,29661481,1445351
Barbados,BRB,2016,4690,62015,177574,35319
Belarus,BLR,1998,3852229,5854658,354088,10988
Belarus,BLR,1999,3383560,6233391,404725,5062
Belarus,BLR,2000,2645121,6773424,551564,9501
Belarus,BLR,2001,1461878,7345001,1093351,28319
Belarus,BLR,2002,1029729,7388662,1414388,32769
Belarus,BLR,2003,850374,7322708,1605697,17970
Belarus,BLR,2004,414793,7180137,2110933,24283
Belarus,BLR,2005,235802,5836288,3512547,79278
Belarus,BLR,2006,101919,4819786,4548692,134527
Belarus,BLR,2007,101585,3919738,5238838,300792
Belarus,BLR,2008,49348,3525945,5676587,276105
Belarus,BLR,2009,51340,3330319,5819603,303321
Belarus,BLR,2010,16325,2709502,6163245,594764
Belarus,BLR,2011,5174,2349352,6612649,494468
Belarus,BLR,2012,7671,1603232,7118828,717105
Belarus,BLR,2013,2122,1066296,7353201,1021592
Belarus,BLR,2014,0,1053819,7202735,1191961
Belarus,BLR,2015,0,1309296,7326178,825602
Belarus,BLR,2016,0,1425184,7342018,702177
Belarus,BLR,2017,2603,1301569,7367949,786868
Belarus,BLR,2018,2078,913232,7489534,1033941
Belarus,BLR,2019,0,727496,7464386,1227876
Belarus,BLR,2020,0,605945,7618588,1155419
Belgium,BEL,1985,23678,74803,3252558,6507269
Belgium,BEL,1988,72806,21853,2898583,6908422
Belgium,BEL,1992,98772,21138,2240555,7684693
Belgium,BEL,1995,73918,70750,1602152,8389991
Belgium,BEL,1997,50141,76917,1498515,8555672
Belgium,BEL,2000,31318,68933,1175736,8975263
Belgium,BEL,2003,40807,72803,1436218,8826305
Belgium,BEL,2004,5421,40945,1379223,8995548
Belgium,BEL,2005,26470,50184,1214191,9187772
Belgium,BEL,2006,20264,37010,1281961,9208723
Belgium,BEL,2007,18115,38760,1255765,9313060
Belgium,BEL,2008,12682,39882,1205313,9452096
Belgium,BEL,2009,12746,52138,1177236,9554373
Belgium,BEL,2010,15483,65421,1153305,9661377
Belgium,BEL,2011,20321,71189,1232011,9714743
Belgium,BEL,2012,19112,46610,1165119,9876091
Belgium,BEL,2013,16126,62296,1252477,9828508
Belgium,BEL,2014,8574,30149,1232951,9937383
Belgium,BEL,2015,15467,20778,1214029,10023922
Belgium,BEL,2016,6778,45916,1223809,10054919
Belgium,BEL,2017,19902,39801,1122159,10193296
Belgium,BEL,2018,10256,26224,1099276,10291298
Belgium,BEL,2019,12276,19572,902799,10554333
Belgium,BEL,2020,9900,25988,832294,10670422
Belgium,BEL,2021,4237,27646,793572,10760740
Belgium,BEL,2022,2389,22930,791405,10863486
Belgium,BEL,2023,10243,24275,794269,10958636
Belize,BLZ,1995,37474,74919,67632,24121
Belize,BLZ,2018,3953,102648,209596,65150
Benin,BEN,2003,5575330,2162857,162691,12192
Benin,BEN,2011,6973772,2826524,377872,15786
Benin,BEN,2015,7477702,3304573,549424,28982
Benin,BEN,2018,4667533,6918869,917193,51456
Benin,BEN,2021,3722252,8810800,1084652,55276
Bhutan,BTN,2003,147246,380591,99471,10355
Bhutan,BTN,2007,81638,426221,158171,12611
Bhutan,BTN,2012,26158,401950,257186,31985
Bhutan,BTN,2017,19720,380439,313877,40299
Bhutan,BTN,2022,104,139753,562666,78391
Bolivia,BOL,1997,1519630,3137309,2597155,913806
Bolivia,BOL,1999,2079144,2910493,2598928,871241
Bolivia,BOL,2000,2431630,3227659,2205122,741915
Bolivia,BOL,2001,1953981,3504342,2569907,724506
Bolivia,BOL,2002,2126121,3543445,2478908,751881
Bolivia,BOL,2004,1219132,4100271,2942119,942765
Bolivia,BOL,2005,1748618,3504279,2939861,1167996
Bolivia,BOL,2006,1514806,3448376,3329248,1229259
Bolivia,BOL,2007,1168979,3734454,3496519,1286008
Bolivia,BOL,2008,1040961,3282493,4196388,1331016
Bolivia,BOL,2009,1005291,2884216,4644475,1482293
Bolivia,BOL,2011,717664,2635287,5065698,1930280
Bolivia,BOL,2012,828300,2541110,5073057,2073340
Bolivia,BOL,2013,721912,2437741,5108898,2414057
Bolivia,BOL,2014,607339,2564877,5307963,2368709
Bolivia,BOL,2015,683996,2590589,5428128,2311992
Bolivia,BOL,2016,801889,2590922,5436564,2350645
Bolivia,BOL,2017,727447,2616279,5602594,2398267
Bolivia,BOL,2018,540417,2671573,5904021,2392357
Bolivia,BOL,2019,366317,2436630,6371928,2496511
Bolivia,BOL,2020,501829,2582344,6284312,2447814
Bolivia,BOL,2021,364648,2498974,6537584,2536154
Bolivia,BOL,2022,394575,2631509,6570814,2480256
Bolivia,BOL,2023,344978,2569943,6567684,2761554
Bolivia (urban),,1990,235141,2002517,1529123,274136
Bolivia (urban),,1992,590162,2368368,1110393,206567
Bosnia and Herzegovina,BIH,2001,26918,1338290,2643477,170753
Bosnia and Herzegovina,BIH,2004,16377,644641,2679228,800741
Bosnia and Herzegovina,BIH,2007,6910,497011,2527971,981532
Bosnia and Herzegovina,BIH,2011,8798,508455,2413519,811026
Botswana,BWA,1985,573502,442559,109962,17984
Botswana,BWA,1993,603728,610981,179920,38656
Botswana,BWA,2002,613056,707963,317730,122430
Botswana,BWA,2009,421688,959301,485932,134361
Botswana,BWA,2015,476456,1070772,532276,150546
Brazil,BRA,1981,38080973,54197234,24501850,7283055
Brazil,BRA,1982,39303843,54502665,25223922,7892722
Brazil,BRA,1983,48970230,53149862,21459229,6210759
Brazil,BRA,1984,49008738,55896489,21440866,6312771
Brazil,BRA,1985,43933702,58353629,26343209,6885060
Brazil,BRA,1986,23074035,58301976,40766058,16194299
Brazil,BRA,1987,35988703,59395194,33995804,11725243
Brazil,BRA,1988,40474788,59325253,31827375,12198936
Brazil,BRA,1989,37579507,59359566,34281841,15282062
Brazil,BRA,1990,45246364,61236174,31725137,10935541
Brazil,BRA,1992,45363386,69104356,33047471,6759859
Brazil,BRA,1993,44215754,69039229,32548039,10991554
Brazil,BRA,1995,31561171,68827519,43692277,17654105
Brazil,BRA,1996,33908272,66938803,45089916,18265553
Brazil,BRA,1997,33965874,68846181,45544867,18304742
Brazil,BRA,1998,32367592,70675008,47385558,18731490
Brazil,BRA,1999,34362736,73402750,46150732,17725318
Brazil,BRA,2001,30935773,70014705,54206210,21144512
Brazil,BRA,2002,28906000,72284555,55824771,21488162
Brazil,BRA,2003,30938326,73569044,55714433,20400885
Brazil,BRA,2004,28004458,76134196,58068822,20467660
Brazil,BRA,2005,25237347,75932448,61602589,21915712
Brazil,BRA,2006,21220919,74812964,66092271,24526950
Brazil,BRA,2007,20345699,71488404,70761493,25956724
Brazil,BRA,2008,17363566,69690923,74941830,28370977
Brazil,BRA,2009,16220179,68169583,77777096,29913094
Brazil,BRA,2011,13901441,63771257,84408357,33203681
Brazil,BRA,2012,12588620,61522342,86396450,36368700
Brazil,BRA,2013,10675871,58746082,89856178,39200173
Brazil,BRA,2014,9475521,57547677,92075519,40986403
Brazil,BRA,2015,10797399,58496826,92302189,40079122
Brazil,BRA,2016,13165912,60041644,89984589,40025967
Brazil,BRA,2017,14204298,59264983,91144232,40089927
Brazil,BRA,2018,14190323,58370785,91401946,42144210
Brazil,BRA,2019,14564015,57213060,92568772,43109609
Brazil,BRA,2020,5780696,53063691,108659326,41157135
Brazil,BRA,2021,15642293,63734670,91820508,38352817
Brazil,BRA,2022,10208834,58507085,97141918,44448579
Brazil,BRA,2023,8056262,56476745,99322428,47285301
Bulgaria,BGR,1992,0,860678,5868288,1811198
Bulgaria,BGR,2006,609665,2917063,3798353,275941
Bulgaria,BGR,2007,188109,1925166,4640826,791237
Bulgaria,BGR,2008,145079,1385782,4936111,1025589
Bulgaria,BGR,2009,131393,1298680,4889384,1124986
Bulgaria,BGR,2010,197151,1469982,4715114,1013352
Bulgaria,BGR,2011,253431,1501628,4810922,782347
Bulgaria,BGR,2012,220075,1460054,4696225,929534
Bulgaria,BGR,2013,233896,1184317,4528693,1213099
Bulgaria,BGR,2014,192459,1074836,4442721,1363556
Bulgaria,BGR,2015,319931,1129184,4256192,1278918
Bulgaria,BGR,2016,211455,926608,4025855,1730221
Bulgaria,BGR,2017,136285,962172,4101726,1603285
Bulgaria,BGR,2018,100304,732687,3843510,2034297
Bulgaria,BGR,2019,107924,646367,3658375,2204060
Bulgaria,BGR,2020,46211,502948,3496177,2505360
Bulgaria,BGR,2021,79916,463409,3279989,2683987
Bulgaria,BGR,2022,68075,418043,3113015,2865964
Bulgaria,BGR,2023,65175,317321,2822494,3241606
Burkina Faso,BFA,1994,8930955,1134063,113161,11350
Burkina Faso,BFA,1998,9716869,1276867,221248,25680
Burkina Faso,BFA,2003,9109756,3555239,401617,15920
Burkina Faso,BFA,2009,10552980,4728919,395639,32528
Burkina Faso,BFA,2014,10707522,6899595,593746,28597
Burkina Faso,BFA,2018,9870037,9158991,1572231,98861
Burkina Faso,BFA,2021,9396353,11508981,1335889,98263
Burundi,BDI,1992,4978299,853159,26949,0
Burundi,BDI,1998,5487473,703213,68673,2773
Burundi,BDI,2006,6410662,1383541,71066,278
Burundi,BDI,2013,8052215,2389767,169554,8027
Burundi,BDI,2020,9400518,3054906,204250,9629
Cameroon,CMR,1996,7576559,4978313,760651,99234
Cameroon,CMR,2001,4717915,8734879,1710714,145982
Cameroon,CMR,2007,6500741,9345297,2043359,160499
Cameroon,CMR,2014,6403089,11133216,4027173,496414
Cameroon,CMR,2021,7312527,14781833,4962667,339129
Canada,CAN,1971,548372,1262798,9554171,10596691
Canada,CAN,1973,393279,843342,8265838,12989317
Canada,CAN,1975,404669,578393,6885313,15274901
Canada,CAN,1977,355697,533457,6405104,16431586
Canada,CAN,1979,302448,544506,5988977,17365613
Canada,CAN,1981,248178,372213,5522446,18677079
Canada,CAN,1982,186646,440268,5840446,18649582
Canada,CAN,1984,256046,511897,5889635,18949474
Canada,CAN,1985,192695,452528,5621067,19575826
Canada,CAN,1986,260530,326411,5481025,20032312
Canada,CAN,1987,132149,328188,5423413,20562850
Canada,CAN,1988,200770,268081,5090113,21232784
Canada,CAN,1989,340782,203663,4774162,21958173
Canada,CAN,1990,345712,276998,4984493,22083935
Canada,CAN,1991,349812,279692,5748571,21659345
Canada,CAN,1992,211902,354886,5671253,22133223
Canada,CAN,1993,357880,287414,6167267,21872203
Canada,CAN,1994,286985,292533,5800567,22620579
Canada,CAN,1995,218832,366748,6079711,22637021
Canada,CAN,1996,143894,373696,7254667,21837961
Canada,CAN,1997,147822,374380,7253149,22130597
Canada,CAN,1998,150672,300148,6786045,22918307
Canada,CAN,1999,149259,381453,6306680,23563894
Canada,CAN,2000,76046,382720,6060200,24166764
Canada,CAN,2001,77360,309880,5894286,24739330
Canada,CAN,2002,75985,314404,5880865,25087946
Canada,CAN,2003,75027,319515,6012387,25235531
Canada,CAN,2004,77790,320530,5749593,25790895
Canada,CAN,2005,78991,403455,5321024,26439262
Canada,CAN,2006,81150,244089,5289959,26955994
Canada,CAN,2007,81647,246794,4686561,27873884
Canada,CAN,2008,81610,333893,4654336,28177459
Canada,CAN,2009,82162,337931,4620635,28589340
Canada,CAN,2010,84617,249046,4681732,28990509
Canada,CAN,2011,77657,264722,4293078,29703763
Canada,CAN,2012,85576,347278,4687315,29593227
Canada,CAN,2013,174172,346974,4652672,29907174
Canada,CAN,2014,85806,354746,4341111,30652401
Canada,CAN,2015,177065,267928,4460449,30799054
Canada,CAN,2016,180486,270843,4152511,31506964
Canada,CAN,2017,181769,183669,4111217,32068421
Canada,CAN,2018,92671,277974,3705911,32996064
Canada,CAN,2019,93534,281273,3477446,33766243
Canada,CAN,2020,94634,92439,2093545,35748022
Canada,CAN,2021,95562,95159,2671587,35377556
Cape Verde,CPV,2001,172714,221885,58634,12260
Cape Verde,CPV,2007,130239,270467,83807,13381
Cape Verde,CPV,2015,74830,300299,123037,14228
Central African Republic,CAF,1992,2628440,398779,69595,4590
Central African Republic,CAF,2008,3066510,1246067,200658,45749
Central African Republic,CAF,2021,3661150,1310124,136592,4234
Chad,TCD,2003,6328403,2920215,229715,9500
Chad,TCD,2011,5764959,6028015,926536,35487
Chad,TCD,2018,6874018,8491546,1011878,43435
Chad,TCD,2022,7285305,9859300,1271465,39246
Chile,CHL,1987,2778998,6261406,2818729,931017
Chile,CHL,1990,2154011,6669819,3398816,1214530
Chile,CHL,1992,1536917,6972282,4149358,1226020
Chile,CHL,1994,1501075,6790552,4401130,1623499
Chile,CHL,1996,1172169,6641900,5092627,1827350
Chile,CHL,1998,1118938,6493580,5396063,2119218
Chile,CHL,2000,1334058,6938024,5557193,1674360
Chile,CHL,2003,1272500,7137703,5930585,1683964
Chile,CHL,2006,550805,6298515,7462577,2197298
Chile,CHL,2009,450469,5936768,8160904,2461591
Chile,CHL,2011,287367,5395391,8868972,2800086
Chile,CHL,2013,138032,3843795,9844810,3860369
Chile,CHL,2015,121776,3197749,10380696,4347403
Chile,CHL,2017,89596,2654684,10753232,5061356
Chile,CHL,2020,333569,2994230,10667678,5375147
Chile,CHL,2022,101644,1782624,10987499,6681269
China,CHN,1981,964146075,29738917,0,0
China,CHN,1984,947320620,89504404,0,0
China,CHN,1987,882394635,201640309,0,0
China,CHN,1990,942566424,188740468,3560796,317336
China,CHN,1993,904542399,264713522,9184015,0
China,CHN,1996,754908045,436882316,25759591,0
China,CHN,1999,731991989,478312503,41989863,440621
China,CHN,2002,616455476,576060929,83039171,4844424
China,CHN,2005,431510862,711924611,150475023,9809440
China,CHN,2008,347620379,719665905,238052286,19316406
China,CHN,2010,275388500,718556386,313628731,30131343
China,CHN,2011,211127652,749118054,350384604,34404698
China,CHN,2012,179321213,728462221,403354938,43051580
China,CHN,2013,84870415,755559232,467216135,55594154
China,CHN,2014,65088151,717656188,522907741,66207888
China,CHN,2015,41115964,690337837,571405429,77000738
China,CHN,2016,30507008,654995036,610715051,91572857
China,CHN,2017,23249834,630539768,635478091,106947347
China,CHN,2018,11156298,587963520,679865810,123774308
China,CHN,2019,0,554332806,714810819,138601399
China,CHN,2020,0,574318015,720571179,116210838
China,CHN,2021,0,441308056,819354910,151696970
China,CHN,2022,0,446981168,812243768,152950040
China (rural),,1981,785598901,8336331,0,0
China (rural),,1984,761907879,44710873,0,0
China (rural),,1987,726555038,94503906,0,0
China (rural),,1990,763007325,68605190,3089587,317290
China (rural),,1993,756149883,77741285,1587424,0
China (rural),,1996,628689059,189756510,10511167,0
China (rural),,1999,618528949,185657419,11341954,440638
China (rural),,2002,540294812,229781027,16895512,1434921
China (rural),,2005,378280462,342543875,27111577,1416278
China (rural),,2008,318189584,347798315,38694614,3491311
China (rural),,2010,263430168,362512818,48345898,4917452
China (rural),,2011,208566341,396351293,55807591,4919127
China (rural),,2012,179321217,397886297,69519423,6466599
China (rural),,2013,82181998,447228939,104914956,6219707
China (rural),,2014,61507793,431138135,127207291,7649245
China (rural),,2015,41115964,416931594,146963787,9026351
China (rural),,2016,30507008,396278885,163162336,10465211
China (rural),,2017,23249832,374186722,176190418,13341796
China (rural),,2018,11156299,343358460,203168390,15316275
China (rural),,2019,0,321601143,220040557,17120476
China (rural),,2020,0,317750753,210531163,16007556
China (rural),,2021,0,237227015,271165768,21072721
China (rural),,2022,0,227765588,263437435,23393553
China (urban),,1981,178547169,21402623,0,0
China (urban),,1984,185412718,44793538,0,0
China (urban),,1987,155839603,107136445,0,0
China (urban),,1990,179559088,120135288,471256,0
China (urban),,1993,148392546,186972274,7596588,0
China (urban),,1996,126218972,247125876,15248400,0
China (urban),,1999,113463079,292655102,30647867,0
China (urban),,2002,76160623,346279925,66143635,3409513
China (urban),,2005,53230396,369380813,123363472,8393127
China (urban),,2008,29430814,371867643,199357691,15825068
China (urban),,2010,11958336,356043649,265282773,25213930
China (urban),,2011,2561303,352766815,294576991,29485547
China (urban),,2012,0,330575919,333835551,36585010
China (urban),,2013,2688423,308330331,362301182,49374464
China (urban),,2014,3580359,286518096,395700426,58558623
China (urban),,2015,0,273406215,424441658,67974399
China (urban),,2016,0,258716168,447552690,81107654
China (urban),,2017,0,256353015,459287664,93605529
China (urban),,2018,0,244605120,476697446,108458010
China (urban),,2019,0,232731657,494770227,121480964
China (urban),,2020,0,256567230,510039981,100203285
China (urban),,2021,0,204081056,548189178,130624230
China (urban),,2022,0,219215582,548806398,129556452
Colombia,COL,1992,5411831,17725558,8382286,2240897
Colombia,COL,1996,9039187,17861048,7603013,1959496
Colombia,COL,1999,10839305,18172441,7358464,2084654
Colombia,COL,2000,9349572,18781616,8506494,2452254
Colombia,COL,2001,11736084,19162192,6970350,1840638
Colombia,COL,2002,8562858,19345204,9811481,2605137
Colombia,COL,2003,8090485,20844957,9471284,2530702
Colombia,COL,2004,7979866,20933720,9931172,2698414
Colombia,COL,2005,7077816,21022570,10960270,3068320
Colombia,COL,2008,7248450,19528841,13094308,3887209
Colombia,COL,2009,6649626,20046645,13705236,3870033
Colombia,COL,2010,5870599,20089925,14395724,4421072
Colombia,COL,2011,5086164,19940069,15516211,4717172
Colombia,COL,2012,4976631,19469352,16370419,4899406
Colombia,COL,2013,4587194,19065465,17155487,5343438
Colombia,COL,2014,4186701,18723102,17953772,5701853
Colombia,COL,2015,3794435,19045907,18572098,5557500
Colombia,COL,2016,3785811,19272476,19037924,5341301
Colombia,COL,2017,3516591,19709631,19491075,5413783
Colombia,COL,2018,3617138,20068228,19663496,5675602
Colombia,COL,2019,4386447,19970439,19688287,5862811
Colombia,COL,2020,6827950,21727151,17139851,4935044
Colombia,COL,2021,5747599,20980576,17912761,6547236
Colombia,COL,2022,4794142,20287587,19220078,7436137
Colombia,COL,2023,4021904,19973993,20443624,7881631
Colombia (urban),,1980,4735479,7215279,3810214,877513
Colombia (urban),,1988,4562142,9716100,5801456,1254674
Colombia (urban),,1989,4666316,10291332,5749348,1221180
Colombia (urban),,1991,4469027,10686490,6611974,1384489
Comoros,COM,2004,161936,316035,78075,24658
Comoros,COM,2014,223106,371407,106383,10607
Congo,COG,2005,2012794,1406829,253806,22964
Congo,COG,2011,1842139,2274406,494660,86105
Costa Rica,CRI,1981,823440,1174887,420920,37390
Costa Rica,CRI,1986,542709,1717769,556738,0
Costa Rica,CRI,1989,438267,1431467,1027977,146116
Costa Rica,CRI,1990,433388,1438439,1079968,169911
Costa Rica,CRI,1991,548888,1514870,990402,148016
Costa Rica,CRI,1992,453268,1593025,1081481,156484
Costa Rica,CRI,1993,397313,1470389,1259838,239894
Costa Rica,CRI,1994,324067,1411685,1408708,306662
Costa Rica,CRI,1995,374666,1458920,1413262,288328
Costa Rica,CRI,1996,425204,1569228,1333238,291343
Costa Rica,CRI,1997,335723,1586091,1471220,308677
Costa Rica,CRI,1998,282767,1479745,1600812,419514
Costa Rica,CRI,1999,358677,1559606,1530477,413341
Costa Rica,CRI,2000,384983,1571363,1581918,399475
Costa Rica,CRI,2001,304815,1326340,1695425,682367
Costa Rica,CRI,2002,267611,1349540,1765147,693407
Costa Rica,CRI,2003,284468,1288096,1833377,732843
Costa Rica,CRI,2004,276874,1417753,1842094,663357
Costa Rica,CRI,2005,214871,1383667,1933882,728820
Costa Rica,CRI,2006,222993,1413872,1942790,741685
Costa Rica,CRI,2007,137583,1269727,2112223,860715
Costa Rica,CRI,2008,149807,1278806,2108911,902532
Costa Rica,CRI,2009,162390,1199790,2114227,1023384
Costa Rica,CRI,2010,100640,1115463,2246250,1093609
Costa Rica,CRI,2011,125565,1121678,2178875,1183715
Costa Rica,CRI,2012,119527,1050807,2232145,1261455
Costa Rica,CRI,2013,124605,1036121,2220306,1335115
Costa Rica,CRI,2014,113798,1081846,2279924,1291551
Costa Rica,CRI,2015,117567,1047428,2366338,1286705
Costa Rica,CRI,2016,116949,1032947,2339771,1377331
Costa Rica,CRI,2017,85926,1001190,2433975,1392086
Costa Rica,CRI,2018,115057,984433,2451219,1407109
Costa Rica,CRI,2019,86484,1089988,2435963,1387118
Costa Rica,CRI,2020,168739,1388677,2274276,1202628
Costa Rica,CRI,2021,109277,1139335,2450361,1361015
Costa Rica,CRI,2022,81245,1135723,2499646,1365151
Costa Rica,CRI,2023,78602,1019634,2487303,1519986
Costa Rica,CRI,2024,65853,863598,2467494,1732965
Cote d'Ivoire,CIV,1985,1410421,5708821,2570393,382883
Cote d'Ivoire,CIV,1986,1091312,6914415,2269786,198249
Cote d'Ivoire,CIV,1987,1764498,7037631,1913216,208161
Cote d'Ivoire,CIV,1988,2722018,7335010,1276869,88004
Cote d'Ivoire,CIV,1992,5351540,7060803,1058036,35246
Cote d'Ivoire,CIV,1995,6082997,7479332,1207137,86099
Cote d'Ivoire,CIV,1998,7346448,8101924,1164492,51084
Cote d'Ivoire,CIV,2008,10305695,9619854,1490151,98740
Cote d'Ivoire,CIV,2015,11996723,11583457,1585016,81146
Cote d'Ivoire,CIV,2018,6329528,17661133,3653434,184497
