pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,discoverymethod,disc_year
Kepler-293 b,3.07,1.3,-1.3,9.64,NA,NA,Transit,2014
Kepler-291 b,2.16,0.94,-0.94,5.31,NA,NA,Transit,2014
Kepler-242 c,2,1.23,-1.23,4.66,NA,NA,Transit,2014
Kepler-240 b,1.37,0.56,-0.56,2.45,NA,NA,Transit,2014
Kepler-56 b,6.51,0.29,-0.28,22.1,3.9,-3.6,Transit,2012
WASP-16 b,13.67498,1.1209,-1.1209,394.1092,79.4575,-79.4575,Transit,2009
WASP-17 b,20.96083,2.69016,-2.69016,247.9074,73.1009,-73.1009,Transit,2009
WASP-18 b,13.89913607,0.88550948,-0.88550948,3241.8497514,111.23994245,-111.23994245,Transit,2009
HAT-P-54 b,10.581296,0.313852,-0.313852,241.5508,10.17056,-10.17056,Transit,2015
Kepler-148 c,3.6,1.76,-1.76,12.6,NA,NA,Transit,2014
Kepler-179 b,1.64,0.68,-0.68,3.33,NA,NA,Transit,2014
Kepler-303 b,0.89,0.05,-0.05,0.64,NA,NA,Transit,2014
Kepler-260 b,2.01,0.55,-0.55,4.7,NA,NA,Transit,2014
Kepler-226 b,1.55,0.62,-0.62,24,11.8,-10.1,Transit,2014
WASP-26 b,13.56289,1.68135,-1.68135,270.1555,73.1009,-73.1009,Transit,2010
WASP-33 b,17.855937,0.829466,-0.829466,665.21819,44.17837,-44.17837,Transit,2010
HATS-14 b,11.646151,0.358688,-0.246598,340.39593,22.2481,-22.2481,Transit,2015
HD 95086 b,12.9,NA,NA,1589,636,-636,Imaging,2013
Kepler-165 c,2.23,1.35,-1.35,5.6,NA,NA,Transit,2014
Kepler-197 d,1.22,0.1,-0.1,1.98,NA,NA,Transit,2014
Kepler-125 b,2.37,0.1,-0.1,6.21,NA,NA,Transit,2014
Kepler-306 c,2.35,0.19,-0.19,6.12,NA,NA,Transit,2014
KOI-351 e,2.66,0.29,-0.29,7.56,NA,NA,Transit,2013
KOI-351 c,1.19,0.14,-0.14,1.81,NA,NA,Transit,2013
Kepler-222 c,4.64,2.07,-2.07,19.4,NA,NA,Transit,2014
Kepler-184 d,2.49,1.41,-1.41,6.76,NA,NA,Transit,2014
Kepler-309 b,1.56,0.14,-0.14,3.05,NA,NA,Transit,2014
Kepler-696 b,6.14,1.63,-0.7,31.3,NA,NA,Transit,2016
Kepler-11 f,2.49,0.04,-0.07,2,0.8,-0.9,Transit,2010
Kepler-11 e,4.19,0.07,-0.09,8,1.5,-2.1,Transit,2010
Kepler-11 g,3.33,0.06,-0.08,25,NA,NA,Transit,2010
Kepler-166 c,2.38,1.23,-1.23,6.26,NA,NA,Transit,2014
Kepler-275 b,2.34,0.45,-0.45,6.08,NA,NA,Transit,2014
Kepler-1298 b,1.31,0.23,-0.23,2.27,NA,NA,Transit,2016
Kepler-11 c,2.87,0.05,-0.06,2.9,2.9,-1.6,Transit,2010
WASP-57 b,11.76945,0.594077,-0.594077,204.68252,19.70546,-19.70546,Transit,2012
HAT-P-50 b,14.437192,0.717376,-0.717376,429.0705,23.20159,-23.20159,Transit,2015
MOA-2008-BLG-379L b,13,NA,NA,1300,540,-600,Microlensing,2013
HD 13908 b,13.9,NA,NA,274.91,11.12,-11.12,Radial Velocity,2013
Kepler-108 b,8.65,0.48,-0.48,56,NA,NA,Transit,2014
Kepler-264 b,3.33,0.74,-0.74,11.1,NA,NA,Transit,2014
Kepler-279 b,3.62,0.71,-0.71,4180.93,NA,NA,Transit,2014
Kepler-286 c,1.37,0.27,-0.27,2.45,NA,NA,Transit,2014
GJ 667 C c,1.77,NA,NA,3.8,1.5,-1.2,Radial Velocity,2013
HD 13908 c,12.8,NA,NA,1630.4,79.45,-79.45,Radial Velocity,2013
HD 159243 b,13.7,NA,NA,359.13,15.89,-15.89,Radial Velocity,2013
Kepler-261 b,2.18,0.14,-0.14,5.39,NA,NA,Transit,2014
HIP 57274 c,14.2,NA,NA,130,3,-3,Radial Velocity,2011
Kepler-292 d,2.23,0.21,-0.21,5.6,NA,NA,Transit,2014
GJ 667 C f,1.45,NA,NA,2.7,1.4,-1.2,Radial Velocity,2013
HD 73526 c,13.3,NA,NA,715.09,41.32,-41.32,Radial Velocity,2005
HD 106906 b,12.4,NA,NA,3496,636,-636,Imaging,2013
Kepler-119 b,3.6,1.37,-1.37,12.6,NA,NA,Transit,2014
HD 220074 b,12.2,NA,NA,5288.6912,4214.4258,-4214.4258,Radial Velocity,2012
Kepler-297 c,6.54,1.18,-1.18,42.1,14.1,-9.3,Transit,2014
Kepler-343 b,2.41,0.51,-0.51,6.39,NA,NA,Transit,2014
Kepler-282 d,2.46,1,-0.2,61,35.9,-36.1,Transit,2013
Kepler-158 b,2.12,0.36,-0.36,5.14,NA,NA,Transit,2014
Kepler-273 b,1.5,0.86,-0.86,2.86,NA,NA,Transit,2014
Kepler-677 b,5.38,1.17,-0.42,25,NA,NA,Transit,2016
Kepler-306 b,1.52,0.1,-0.1,2.92,NA,NA,Transit,2014
Kepler-267 d,2.27,0.12,-0.12,5.77,NA,NA,Transit,2014
DP Leo b,12.7,NA,NA,1995.88832,184.33363,-184.33363,Eclipse Timing Variations,2009
HAT-P-19 b,11.29865255,0.15692573,-0.14571675,88.03846874,5.40308292,-5.08525451,Transit,2010
HAT-P-34 b,13.417173,1.45717,-1.031228,1058.3739,66.7443,-63.566,Transit,2011
WASP-11 b,12.44199,1.1209,-1.1209,251.0857,54.0311,-54.0311,Transit,2008
WASP-37 b,13.002,0.785,-0.673,572.07,54.029,-54.029,Transit,2010
WASP-90 b,18.27067,1.00881,-1.00881,200.2329,22.2481,-22.2481,Transit,2016
K2-26 b,2.67,0.46,-0.42,7.61,NA,NA,Transit,2016
Kepler-276 c,2.9,1.27,-0.28,16.6,4.4,-3.6,Transit,2013
Kepler-305 b,3.6,0.9,-0.36,10.5,2.6,-2,Transit,2013
Kepler-266 b,2.48,1.2,-1.2,6.71,NA,NA,Transit,2014
Kepler-121 c,2.27,1.25,-1.25,5.77,NA,NA,Transit,2014
Kepler-338 d,3,0.28,-0.28,9.27,NA,NA,Transit,2014
2MASS J01225093-2439505 b,11.209,NA,NA,7786.5,794.5,-794.5,Imaging,2013
WASP-52 b,14.24,0.34,-0.34,146.2,6.36,-6.36,Transit,2012
WASP-75 b,14.235,0.538,-0.538,340.06,15.89,-15.89,Transit,2013
WASP-135 b,14.5717,1.00881,-1.00881,603.877,25.4264,-25.4264,Transit,2015
HD 222237 b,12.8,NA,NA,1649.52943233,184.34047606,-184.34047606,Radial Velocity,2024
Kepler-126 d,2.5,0.05,-0.05,54.59018723,23.11478081,-23.11478081,Transit,2014
Kepler-381 c,1.12,0.25,-0.25,1.46,NA,NA,Transit,2014
Kepler-249 d,1.57,0.14,-0.14,3.09,NA,NA,Transit,2014
Kepler-254 d,2.5,1.19,-1.19,6.8,NA,NA,Transit,2014
SPECULOOS-3 b,0.977,0.022,-0.022,0.894,NA,NA,Transit,2024
Kepler-363 d,2.05,0.4,-0.4,4.86,NA,NA,Transit,2014
Kepler-366 b,1.46,0.66,-0.66,2.73,NA,NA,Transit,2014
Kepler-141 b,0.69,0.05,-0.05,0.257,NA,NA,Transit,2014
Kepler-142 d,2.16,0.47,-0.47,5.31,NA,NA,Transit,2014
Kepler-400 b,1.65,0.3,-0.3,3.36,NA,NA,Transit,2014
Kepler-204 c,1.79,0.39,-0.39,3.86,NA,NA,Transit,2014
WASP-41 c,13.1,NA,NA,1010.6994,63.566,-63.566,Radial Velocity,2015
Kepler-312 c,3.15,0.61,-0.61,10.1,NA,NA,Transit,2014
Kepler-286 d,1.33,0.27,-0.27,2.33,NA,NA,Transit,2014
Kepler-91 b,15.322703,0.773421,-0.67254,257.4423,57.2094,-54.0311,Transit,2013
HR 8799 b,13,1,-1,2000,1000,-600,Imaging,2008
HR 8799 d,13,1,0,3000,1000,-1000,Imaging,2008
HR 8799 e,13.11453,1.45717,-1.23299,3178.3,2224.81,-1271.32,Imaging,2010
TOI-4495 b,2.483,0.138,-0.095,7.7,1.4,-1.5,Transit,2026
HD 176986 d,2.49,NA,NA,6.76,0.91,-0.92,Radial Velocity,2026
Kepler-354 b,1.84,0.58,-0.58,4.04,NA,NA,Transit,2014
Kepler-368 b,3.26,0.91,-0.91,10.7,NA,NA,Transit,2014
Kepler-135 b,1.81,0.35,-0.35,3.93,NA,NA,Transit,2014
Kepler-383 b,1.32,0.52,-0.52,2.3,NA,NA,Transit,2014
HAT-P-66 b,17.82231,1.79344,-1.1209,248.86089,18.11631,-18.11631,Transit,2016
WASP-118 b,16.14096,0.403524,-0.403524,163.36462,6.3566,-6.3566,Transit,2016
WASP-7 b,14.90797,1.042437,-1.042437,305.1168,41.3179,-41.3179,Transit,2008
XO-4 b,14.01125,0.89672,-0.89672,451.3186,60.3877,-60.3877,Transit,2010
KELT-2 A b,15.13215,0.89672,-0.89672,540.311,69.9226,-69.9226,Transit,2012
K2-30 b,11.646151,0.56045,-0.571659,184.02357,8.89924,-8.58141,Transit,2016
WASP-101 b,16.02887,1.00881,-1.00881,162.0933,25.4264,-25.4264,Transit,2014
Kepler-104 c,3.13,0.55,-0.55,7.14430805,3.89355224,-3.89355224,Transit,2014
Kepler-369 c,1.41,0.06,-0.06,2.57,NA,NA,Transit,2014
Kepler-371 b,1.89,0.52,-0.52,4.23,NA,NA,Transit,2014
Kepler-147 b,1.53,0.31,-0.31,2.96,NA,NA,Transit,2014
Kepler-132 d,1.55,0.3,-0.3,3.02,NA,NA,Transit,2014
Kepler-208 c,1.39,0.26,-0.26,2.51,NA,NA,Transit,2014
Kepler-487 c,2.68,0.18,-0.49,7.65,NA,NA,Transit,2016
Kepler-316 c,1.16,0.12,-0.12,1.65,NA,NA,Transit,2014
Kepler-313 b,2.53,0.31,-0.31,6.94,NA,NA,Transit,2014
Kepler-372 c,2.09,0.9,-0.9,5.02,NA,NA,Transit,2014
Kepler-373 b,1.36,0.67,-0.67,2.42,NA,NA,Transit,2014
Kepler-151 c,2.09,1.04,-1.04,5.02,NA,NA,Transit,2014
Kepler-386 c,1.58,0.89,-0.89,3.12,NA,NA,Transit,2014
Kepler-215 c,1.77,0.42,-0.42,3.78,NA,NA,Transit,2014
Kepler-404 b,1.27,0.55,-0.55,2.15,NA,NA,Transit,2014
HD 3167 d,1.92,NA,NA,4.33,0.45,-0.45,Radial Velocity,2017
Kepler-317 b,2.09,0.96,-0.96,109.8,113.6,-95.9,Transit,2014
Kepler-319 c,2.63,0.37,-0.37,7.41,NA,NA,Transit,2014
Kepler-375 c,2.65,0.96,-0.96,7.51,NA,NA,Transit,2014
Kepler-356 c,1.81,0.33,-0.33,3.93,NA,NA,Transit,2014
Kepler-387 b,1.03,0.24,-0.24,1.08,NA,NA,Transit,2014
Kepler-388 b,0.81,0.1,-0.1,0.457,NA,NA,Transit,2014
Kepler-224 e,1.97,0.15,-0.15,4.54,NA,NA,Transit,2014
Kepler-226 d,1.22,0.49,-0.49,1.98,NA,NA,Transit,2014
Kepler-348 b,1.52,0.29,-0.29,2.92,NA,NA,Transit,2014
Kepler-338 b,2.44,0.13,-0.13,30.6,24.2,-21.1,Transit,2014
Kepler-376 c,1.79,0.36,-0.36,3.86,NA,NA,Transit,2014
Kepler-377 c,2.06,0.39,-0.39,4.9,NA,NA,Transit,2014
Kepler-389 b,1.51,0.77,-0.77,2.89,NA,NA,Transit,2014
Kepler-118 b,1.96,0.94,-0.94,4.5,NA,NA,Transit,2014
Kepler-123 c,1.48,0.3,-0.3,2.79,NA,NA,Transit,2014
Kepler-243 c,1.99,0.97,-0.97,4.62,NA,NA,Transit,2014
GJ 3470 b,4.57,0.18,-0.18,13.9,1.5,-1.5,Radial Velocity,2012
Kepler-379 c,2.29,0.43,-0.43,5.86,NA,NA,Transit,2014
Kepler-112 c,2.4,0.58,-0.58,6.35,NA,NA,Transit,2014
Kepler-137 c,1.88,0.14,-0.14,4.19,NA,NA,Transit,2014
Kepler-390 b,0.82,0.07,-0.07,0.477,NA,NA,Transit,2014
HD 221420 b,12,NA,NA,7278.2705203,699.2224954,-699.2224954,Radial Velocity,2019
Kepler-351 c,3.19,1.55,-1.55,11.1,9.9,-7.6,Transit,2014
Kepler-327 b,1.11,0.05,-0.05,1.41,NA,NA,Transit,2014
Kepler-114 b,1.26,0.13,-0.13,1.09,0.49,-0.31,Transit,2014
Kepler-358 c,2.85,1.43,-1.43,8.5,NA,NA,Transit,2014
Kepler-169 c,1.21,0.08,-0.08,1.92,NA,NA,Transit,2014
Kepler-236 b,1.57,0.12,-0.12,3.09,NA,NA,Transit,2014
Kepler-141 c,1.41,0.09,-0.09,2.57,NA,NA,Transit,2014
Kepler-858 b,4.87,0.23,-0.2,21.1,NA,NA,Transit,2016
Kepler-855 b,8.35,1.7,-0.81,52.7,NA,NA,Transit,2016
Kepler-321 c,2.32,0.45,-0.45,5.99,NA,NA,Transit,2014
Kepler-349 b,1.9,0.72,-0.72,94.5,70.8,-60.3,Transit,2014
Kepler-353 c,1.38,0.07,-0.07,2.48,NA,NA,Transit,2014
Kepler-359 c,4.3,2,-2,2.9,2.4,-1.9,Transit,2014
Kepler-173 b,1.29,0.64,-0.64,2.21,NA,NA,Transit,2014
K2-29 b,13.33871,0.22418,-0.22418,232.0159,12.7132,-12.7132,Transit,2016
Kepler-180 b,1.5,0.67,-0.67,2.86,NA,NA,Transit,2014
Kepler-244 d,2.31,0.97,-0.97,15.2,20,-13,Transit,2014
Kepler-254 c,2.15,1.03,-1.03,3.2,3.7,-2.7,Transit,2014
WASP-92 b,16.376349,0.863093,-0.863093,255.85315,21.61244,-21.61244,Transit,2016
HD 108202 b,13.1,NA,NA,953.485221,222.4798849,-158.9142035,Radial Velocity,2023
Kepler-330 c,1.95,0.72,-0.72,4.46,NA,NA,Transit,2014
Kepler-1243 b,1.75,0.28,-0.17,3.71,NA,NA,Transit,2016
Kepler-360 b,1.65,0.78,-0.78,3.36,NA,NA,Transit,2014
Kepler-49 e,1.56,0.08,-0.08,1.03815,NA,NA,Transit,2014
Kepler-140 b,1.61,0.31,-0.31,3.22,NA,NA,Transit,2014
Kepler-122 d,2.2,0.44,-0.44,5.48,NA,NA,Transit,2014
HD 27894 c,8.24,NA,NA,51.48846,3.49613,-12.7132,Radial Velocity,2017
Kepler-268 c,3.38,0.69,-0.69,11.4,NA,NA,Transit,2014
Kepler-171 c,2.56,1.15,-1.15,7.08,NA,NA,Transit,2014
Kepler-133 c,2.84,0.48,-0.48,8.45,NA,NA,Transit,2014
Kepler-185 b,1.17,0.67,-0.67,1.71,NA,NA,Transit,2014
HD 68988 c,12.2,NA,NA,4776.96095721,286.0455663,-238.37130525,Radial Velocity,2021
Kepler-346 b,2.66,1.24,-1.24,7.56,NA,NA,Transit,2014
Kepler-720 b,8.41,1.61,-0.8,53.4,NA,NA,Transit,2016
Kepler-1241 b,2.63,0.21,-0.23,7.41,NA,NA,Transit,2016
Kepler-495 b,5.23,0.42,-0.34,23.8,NA,NA,Transit,2016
Kepler-281 b,2.82,1.12,-1.12,324,82,-65,Transit,2014
Kepler-288 b,1.67,0.8,-0.8,3.43,NA,NA,Transit,2014
Kepler-394 b,1.6,0.82,-0.82,3.19,NA,NA,Transit,2014
Kepler-189 b,1.21,0.61,-0.61,1.92,NA,NA,Transit,2014
HD 168443 b,12.6,NA,NA,2424.3950886,192.60401464,-201.18538163,Radial Velocity,1998
Kepler-148 b,1.8,0.87,-0.87,3.89,NA,NA,Transit,2014
Kepler-178 c,2.88,1.23,-1.23,8.65,NA,NA,Transit,2014
Kepler-953 c,1.19,0.11,-0.09,1.81,NA,NA,Transit,2016
Kepler-342 b,2.25,0.4,-0.4,5.69,NA,NA,Transit,2014
Kepler-334 c,1.43,0.26,-0.26,2.63,NA,NA,Transit,2014
Kepler-291 c,1.88,0.82,-0.82,4.19,NA,NA,Transit,2014
Kepler-298 c,1.93,0.22,-0.22,4.38,NA,NA,Transit,2014
Kepler-190 c,1.46,0.1,-0.1,2.73,NA,NA,Transit,2014
Kepler-191 c,1.86,0.92,-0.92,4.12,NA,NA,Transit,2014
BD-08 2823 c,12.5,NA,NA,104,10,-10,Radial Velocity,2009
HD 10180 f,5.24,NA,NA,23.9,1.4,-1.4,Radial Velocity,2010
Kepler-207 c,1.5,0.29,-0.29,2.86,NA,NA,Transit,2014
Kepler-224 b,1.39,0.09,-0.09,2.51,NA,NA,Transit,2014
HD 16905 b,12.4,NA,NA,3591.4609991,190.6970442,-222.4798849,Radial Velocity,2022
Kepler-337 c,2.05,0.57,-0.57,4.86,NA,NA,Transit,2014
Kepler-299 d,1.86,0.38,-0.38,4.12,NA,NA,Transit,2014
Kepler-953 b,4.21,0.37,-0.33,16.5,NA,NA,Transit,2016
Kepler-303 c,1.14,0.09,-0.09,1.55,NA,NA,Transit,2014
Kepler-137 b,1.47,0.11,-0.11,2.76,NA,NA,Transit,2014
HD 187123 c,13.2,NA,NA,912.16752809,127.1313628,-133.48793094,Radial Velocity,2008
Kepler-228 b,1.53,0.71,-0.71,2.96,NA,NA,Transit,2014
Kepler-238 c,2.39,0.45,-0.45,152.522,NA,NA,Transit,2014
HD 62364 c,12,NA,NA,7923.46218651,852.09795917,-928.69460525,Radial Velocity,2022
Kepler-324 c,3.15,0.33,-0.33,6.2,1.7,-1.2,Transit,2014
Kepler-188 b,1.68,0.76,-0.76,3.46,NA,NA,Transit,2014
Kepler-126 b,1.52,0.1,-0.1,4.11726105,7.11859562,-7.11859562,Transit,2014
GJ 1214 b,2.733,0.033,-0.031,8.41,0.36,-0.35,Transit,2009
Kepler-136 c,1.99,0.37,-0.37,4.62,NA,NA,Transit,2014
Kepler-198 c,2.47,0.37,-0.37,6.66,NA,NA,Transit,2014
Kepler-398 b,0.93,0.1,-0.1,0.749,NA,NA,Transit,2014
Kepler-244 c,2.05,0.87,-0.87,4.86,NA,NA,Transit,2014
Kepler-247 b,1.64,0.46,-0.46,3.33,NA,NA,Transit,2014
BD-210397 b,14,NA,NA,214,31,-32,Radial Velocity,2023
Kepler-301 d,1.75,0.94,-0.94,3.71,NA,NA,Transit,2014
Kepler-301 c,1.35,0.72,-0.72,2.39,NA,NA,Transit,2014
Kepler-342 d,2.49,0.48,-0.48,6.76,NA,NA,Transit,2014
Kepler-191 b,1.34,0.66,-0.66,2.36,NA,NA,Transit,2014
Kepler-194 d,2.4,1.26,-1.26,6.35,NA,NA,Transit,2014
Kepler-208 e,1.48,0.28,-0.28,2.79,NA,NA,Transit,2014
Kepler-344 c,2.95,1.38,-1.38,9.01,NA,NA,Transit,2014
Kepler-304 d,2.75,0.21,-0.21,8,NA,NA,Transit,2014
Kepler-304 c,2.17,0.15,-0.15,5.35,NA,NA,Transit,2014
Kepler-81 d,1.21,0.27,-0.27,1.92,NA,NA,Transit,2014
Kepler-197 e,0.91,0.04,-0.04,0.693,NA,NA,Transit,2014
Kepler-200 c,1.59,0.29,-0.29,3.15,NA,NA,Transit,2014
Kepler-346 c,3.07,1.46,-1.46,9.64,NA,NA,Transit,2014
Kepler-350 b,1.85,0.38,-0.38,16.9,5.6,-3.3,Transit,2014
Kepler-306 e,2.27,0.15,-0.15,5.77,NA,NA,Transit,2014
Kepler-84 e,2.6,0.49,-0.49,7.27,NA,NA,Transit,2014
Kepler-265 e,2.59,0.55,-0.55,7.22,NA,NA,Transit,2014
Kepler-217 c,1.85,0.27,-0.27,4.08,NA,NA,Transit,2014
Kepler-220 d,0.98,0.06,-0.06,0.904,NA,NA,Transit,2014
Kepler-351 b,3.06,1.55,-1.55,4.8,5.7,-4.7,Transit,2014
Kepler-352 b,0.86,0.08,-0.08,0.566,NA,NA,Transit,2014
Kepler-84 d,1.38,0.27,-0.27,2.48,NA,NA,Transit,2014
Kepler-310 d,2.47,1.15,-1.15,7,3.4,-4.1,Transit,2014
Kepler-282 b,1.01,0.25,-0.25,1.01,NA,NA,Transit,2014
Kepler-282 c,1.2,0.29,-0.29,1.87,NA,NA,Transit,2014
Kepler-220 e,1.33,0.12,-0.12,2.33,NA,NA,Transit,2014
Kepler-154 c,2.95,0.62,-0.62,9.01,NA,NA,Transit,2014
Kepler-353 b,0.89,0.06,-0.06,0.64,NA,NA,Transit,2014
Kepler-85 e,1.27,0.2,-0.2,0.6,0.5,-0.4,Transit,2014
Kepler-55 e,1.55,0.23,-0.23,3.02,NA,NA,Transit,2014
Kepler-310 b,1.19,0.56,-0.56,1.81,NA,NA,Transit,2014
Kepler-286 e,1.77,0.43,-0.43,3.78,NA,NA,Transit,2014
Kepler-368 c,3.88,1.08,-1.08,14.3,NA,NA,Transit,2014
Kepler-356 b,1.57,0.29,-0.29,3.09,NA,NA,Transit,2014
Kepler-354 d,1.24,0.4,-0.4,2.07,NA,NA,Transit,2014
Kepler-313 c,2.57,0.42,-0.42,7.13,NA,NA,Transit,2014
Kepler-142 b,1.99,0.39,-0.39,4.62,NA,NA,Transit,2014
Kepler-506 b,2.73,0.06,-0.06,7.9,NA,NA,Transit,2016
Kepler-58 d,2.94,1.4,-1.4,245.343,NA,NA,Transit,2014
Kepler-299 e,1.87,0.39,-0.39,4.16,NA,NA,Transit,2014
Kepler-372 b,1.36,0.59,-0.59,2.42,NA,NA,Transit,2014
Kepler-378 c,0.7,0.05,-0.05,0.271,NA,NA,Transit,2014
Kepler-357 c,2.67,1.57,-1.57,7.61,NA,NA,Transit,2014
Kepler-308 c,2.16,1.04,-1.04,5.31,NA,NA,Transit,2014
Kepler-124 b,0.73,0.05,-0.05,0.315,NA,NA,Transit,2014
Kepler-235 b,2.23,0.1,-0.1,5.6,NA,NA,Transit,2014
Kepler-392 c,1.1,0.23,-0.23,1.37,NA,NA,Transit,2014
Kepler-360 c,2.1,1,-1,5.06,NA,NA,Transit,2014
Kepler-363 b,1.16,0.19,-0.19,1.65,NA,NA,Transit,2014
Kepler-319 d,2.29,0.35,-0.35,5.86,NA,NA,Transit,2014
Kepler-319 b,1.63,0.23,-0.23,3.29,NA,NA,Transit,2014
Kepler-398 c,1.01,0.11,-0.11,1.01,NA,NA,Transit,2014
Kepler-399 b,0.96,0.51,-0.51,0.84,NA,NA,Transit,2014
Kepler-379 b,1.66,0.31,-0.31,3.39,NA,NA,Transit,2014
Kepler-198 b,2.82,0.42,-0.42,8.35,NA,NA,Transit,2014
Kepler-372 d,1.69,0.73,-0.73,3.5,NA,NA,Transit,2014
Kepler-146 b,3.71,0.7,-0.7,13.3,NA,NA,Transit,2014
Kepler-250 b,1.13,0.68,-0.68,1.51,NA,NA,Transit,2014
Kepler-390 c,0.79,0.08,-0.08,0.418,NA,NA,Transit,2014
Kepler-373 c,1.24,0.62,-0.62,2.07,NA,NA,Transit,2014
Kepler-326 b,1.52,0.16,-0.16,44.6,47.7,-33.3,Transit,2014
Kepler-325 c,2.54,1.26,-1.26,6.99,NA,NA,Transit,2014
Kepler-46 d,1.64,0.92,-0.92,3.33,NA,NA,Transit,2014
Kepler-142 c,2.86,0.55,-0.55,8.55,NA,NA,Transit,2014
Kepler-374 d,1.31,0.7,-0.7,2.27,NA,NA,Transit,2014
Kepler-375 b,1.45,0.51,-0.51,2.7,NA,NA,Transit,2014
Kepler-256 b,1.59,0.39,-0.39,3.15,NA,NA,Transit,2014
Kepler-327 d,1.73,0.1,-0.1,3.64,NA,NA,Transit,2014
Kepler-403 c,1.75,0.32,-0.32,3.71,NA,NA,Transit,2014
Kepler-209 c,3.1,0.51,-0.51,9.8,NA,NA,Transit,2014
Kepler-246 c,1.5,0.76,-0.76,2.86,NA,NA,Transit,2014
Kepler-250 d,2.18,1.25,-1.25,5.39,NA,NA,Transit,2014
Kepler-376 b,1.07,0.22,-0.22,1.24,NA,NA,Transit,2014
Kepler-380 c,1.27,0.28,-0.28,2.15,NA,NA,Transit,2014
Kepler-130 d,1.64,0.16,-0.16,3.33,NA,NA,Transit,2014
Kepler-252 b,1.23,0.12,-0.12,2.04,NA,NA,Transit,2014
Kepler-255 b,1.55,0.62,-0.62,3.02,NA,NA,Transit,2014
Kepler-381 b,0.99,0.22,-0.22,0.937,NA,NA,Transit,2014
Kepler-383 c,1.24,0.49,-0.49,2.07,NA,NA,Transit,2014
Kepler-331 d,1.64,0.17,-0.17,3.33,NA,NA,Transit,2014
Kepler-333 c,1.11,0.2,-0.2,1.41,NA,NA,Transit,2014
HATS-33 b,13.78707,1.255408,-0.907929,378.85336,16.84499,-16.84499,Transit,2016
TOI-3856 b,13.59649359,0.28022452,-0.26901554,171.62733978,31.7828407,-31.7828407,Transit,2025
TOI-5789 e,3.43,NA,NA,11.61,0.97,-0.97,Radial Velocity,2026
K2-55 b,4.43,0.29,-0.32,44,5.3,-5.3,Transit,2016
K2-60 b,7.655747,0.414733,-0.414733,135.39558,11.75971,-11.75971,Transit,2016
Kepler-405 c,4.66,26.65,-26.65,19.6,NA,NA,Transit,2014
Kepler-256 d,2.48,0.63,-0.63,6.71,NA,NA,Transit,2014
Kepler-258 c,3.61,2.43,-2.43,12.7,NA,NA,Transit,2014
Kepler-387 c,0.89,0.22,-0.22,0.64,NA,NA,Transit,2014
Kepler-334 d,1.41,0.26,-0.26,2.57,NA,NA,Transit,2014
Kepler-336 b,1.02,0.19,-0.19,1.04,NA,NA,Transit,2014
Kepler-149 c,1.61,0.24,-0.24,3.22,NA,NA,Transit,2014
Kepler-393 c,1.33,0.31,-0.31,2.33,NA,NA,Transit,2014
Kepler-292 c,1.47,0.15,-0.15,2.76,NA,NA,Transit,2014
Kepler-337 b,1.54,0.43,-0.43,2.99,NA,NA,Transit,2014
Kepler-338 c,2.34,0.12,-0.12,6.08,NA,NA,Transit,2014
Kepler-164 b,1.41,0.28,-0.28,2.57,NA,NA,Transit,2014
Kepler-169 f,2.58,0.24,-0.24,7.18,NA,NA,Transit,2014
Kepler-265 b,1.86,0.45,-0.45,4.12,NA,NA,Transit,2014
Kepler-269 c,1.69,0.8,-0.8,3.5,NA,NA,Transit,2014
Kepler-395 b,1.03,0.08,-0.08,1.08,NA,NA,Transit,2014
Kepler-298 d,2.5,0.2,-0.2,6.8,NA,NA,Transit,2014
Kepler-339 c,1.15,0.52,-0.52,7.3,7.8,-6.2,Transit,2014
Kepler-339 d,1.17,0.53,-0.53,14.7,14.1,-10,Transit,2014
Kepler-171 d,1.89,0.9,-0.9,4.23,NA,NA,Transit,2014
Kepler-174 d,2.19,0.13,-0.13,5.43,NA,NA,Transit,2014
Kepler-272 d,2.25,1.22,-1.22,5.69,NA,NA,Transit,2014
Kepler-206 d,1.19,0.24,-0.24,1.81,NA,NA,Transit,2014
Kepler-122 c,5.87,1.16,-1.16,29,NA,NA,Transit,2014
Kepler-251 c,2.77,0.49,-0.49,8.1,NA,NA,Transit,2014
Kepler-234 c,3.51,1.56,-1.56,12.1,NA,NA,Transit,2014
KOI-1257 b,10.54,1.35,-1.35,460.83,111.24,-111.24,Transit,2014
OGLE-2008-BLG-355L b,12.9,NA,NA,1500,1200,-700,Microlensing,2014
Kepler-200 b,2.13,0.41,-0.41,5.18,NA,NA,Transit,2014
Kepler-188 c,3.19,1.45,-1.45,10.3,NA,NA,Transit,2014
Kepler-252 c,2.15,0.13,-0.13,5.27,NA,NA,Transit,2014
Kepler-158 c,1.9,0.3,-0.3,4.27,NA,NA,Transit,2014
TOI-1272 b,4.13204907,0.2262768,-0.15125906,27,2.7,-2.5,Transit,2022
KELT-12 b,19.95202,1.90553,-1.79344,301.9385,44.4962,-44.4962,Transit,2017
TOI-5720 b,1.09,0.07,-0.07,4.3,NA,NA,Transit,2024
Kepler-421 b,4.16,0.19,-0.16,16.1,NA,NA,Transit,2014
Kepler-343 c,2.02,0.38,-0.38,4.74,NA,NA,Transit,2014
