"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"78526011641","2016-01-01","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.1","24","  70.1","24","1018.2","24","018.1","24"," 10.0","24","  6.8","24"," 15.0","999.9","  84.0"," ","  72.0"," "," 0.10","G","999.9","000000"
"78526011641","2016-01-02","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.4","24","  69.1","24","1017.4","24","017.3","24","  9.9","24","  4.2","24","  9.9","999.9","  82.9"," ","  71.1"," "," 0.01","G","999.9","010000"
"78526011641","2016-01-03","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.1","24","  68.9","24","1016.8","24","016.7","24"," 10.0","24","  4.8","24"," 15.0"," 20.0","  84.9"," ","  71.1"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-04","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.3","24","  68.6","24","1015.7","24","015.6","24","  9.7","24","  5.0","24"," 13.0"," 22.9","  87.1"," ","  71.1"," "," 0.07","G","999.9","010000"
"78526011641","2016-01-05","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.8","24","  69.9","24","1016.4","24","016.2","24"," 10.0","24","  2.7","24"," 11.1","999.9","  87.1"," ","  72.0"," "," 0.04","G","999.9","000000"
"78526011641","2016-01-06","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.3","24","  70.3","24","1016.8","24","016.6","24"," 10.0","24","  2.2","24","  9.9","999.9","  84.0"," ","  72.0"," "," 0.00","G","999.9","010000"
"78526011641","2016-01-07","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.7","24","  69.9","24","1015.8","24","015.7","24"," 10.0","24","  3.1","24","  9.9"," 15.9","  87.1"," ","  72.0"," "," 0.30","G","999.9","000000"
"78526011641","2016-01-08","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  79.0","24","  70.7","24","1014.7","24","014.5","24"," 10.0","24","  2.8","24","  8.9","999.9","  87.1"," ","  72.0"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-09","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.3","24","  70.9","24","1014.1","24","013.9","24"," 10.0","24","  2.7","24","  8.9"," 14.0","  84.9"," ","  73.0"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-10","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.8","24","  71.3","24","1014.8","24","014.7","24"," 10.0","24","  3.2","24","  8.9"," 14.0","  84.0"," ","  73.0"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-11","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.1","24","  70.8","24","1016.3","24","016.2","24"," 10.0","24","  4.2","24"," 12.0"," 14.0","  84.0"," ","  75.0"," "," 0.11","G","999.9","000000"
"78526011641","2016-01-12","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.1","24","  69.0","24","1016.7","24","016.6","24"," 10.0","24","  4.1","24"," 12.0"," 17.1","  82.9"," ","  72.0"," "," 0.00","I","999.9","000000"
"78526011641","2016-01-13","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.9","24","  67.1","24","1016.5","24","016.3","24"," 10.0","24","  5.4","24"," 13.0","999.9","  82.9"," ","  72.0"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-14","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.4","24","  66.5","24","1016.5","24","016.3","24"," 10.0","24","  3.8","24"," 11.1"," 15.0","  82.9"," ","  73.0"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-15","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.5","24","  65.7","24","1015.9","24","015.7","24"," 10.0","24","  4.8","24"," 14.0"," 18.1","  84.9"," ","  71.1"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-16","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.9","24","  68.3","24","1015.1","24","014.9","24"," 10.0","24","  3.2","24"," 12.0","999.9","  84.9"," ","  71.1"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-17","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.8","24","  68.6","24","1015.3","24","015.1","24"," 10.0","24","  3.4","24"," 11.1","999.9","  84.9"," ","  73.0"," "," 0.00","G","999.9","000000"
"78526011641","2016-01-18","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.6","24","  70.0","24","1015.4","24","015.2","24"," 10.0","24","  4.6","24"," 13.0","999.9","  84.9"," ","  73.0"," "," 0.00","G","999.9","000000"
