"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"78526011641","2023-01-01","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.0","24","  72.3","24","1017.2","24","016.9","21","  9.2","24","  6.0","24"," 14.0"," 19.0","  84.9"," ","  73.0"," "," 0.22","G","999.9","010000"
"78526011641","2023-01-02","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.3","24","  71.7","24","1017.7","24","017.6","24","  9.8","24","  5.9","24"," 13.0"," 21.0","  84.9"," ","  73.0"," "," 0.25","G","999.9","010000"
"78526011641","2023-01-03","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.7","24","  70.3","24","1018.0","24","017.8","24"," 10.0","24","  9.6","24"," 15.9"," 22.0","  84.0"," ","  73.0"," "," 0.06","G","999.9","010001"
"78526011641","2023-01-04","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  75.2","24","  71.5","24","1018.2","21","018.2","24","  9.5","24","  3.9","24"," 18.1"," 24.1","  84.0"," ","  72.0"," "," 0.57","G","999.9","010011"
"78526011641","2023-01-05","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.7","24","  72.2","24","1018.8","24","018.7","24"," 10.0","24","  7.7","24"," 15.9"," 22.9","  84.0"," ","  72.0"," "," 0.78","G","999.9","010000"
"78526011641","2023-01-06","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.0","24","  71.0","24","1018.4","24","018.3","24","  9.9","24","  8.1","24"," 15.0"," 21.0","  84.9"," ","  73.0"," "," 0.19","G","999.9","010000"
"78526011641","2023-01-07","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  76.5","24","  72.7","24","1018.0","24","017.8","24","  9.8","24","  4.2","24"," 13.0"," 21.0","  84.9"," ","  73.0"," "," 0.11","G","999.9","010010"
"78526011641","2023-01-08","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  76.7","24","  72.1","24","1018.0","24","017.8","24"," 10.0","24","  4.5","24"," 14.0"," 15.0","  84.9"," ","  73.0"," "," 0.49","G","999.9","010000"
"78526011641","2023-01-09","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.8","24","  71.2","24","1017.6","24","017.4","24"," 10.0","24","  6.4","24"," 18.1","999.9","  84.9"," ","  72.0"," "," 0.01","G","999.9","000000"
"78526011641","2023-01-10","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.4","24","  71.1","24","1015.8","24","015.7","24"," 10.0","24","  2.5","24","  9.9","999.9","  84.9"," ","  72.0"," "," 0.00","H","999.9","010000"
