"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"78526011641","2021-01-01","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  78.9","24","  64.8","24","1019.7","24","019.5","24"," 10.0","24"," 14.2","24"," 22.0"," 27.0","  84.0"," ","  73.0"," "," 0.09","G","999.9","010000"
"78526011641","2021-01-02","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.4","24","  65.6","24","1019.5","24","019.3","24"," 10.0","24"," 14.4","24"," 20.0"," 28.0","  84.0"," ","  72.0"," "," 0.00","G","999.9","010000"
"78526011641","2021-01-03","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.7","24","  65.6","24","1018.4","24","018.2","24"," 10.0","24","  9.7","24"," 15.9"," 19.0","  82.9"," ","  72.0"," "," 0.01","G","999.9","000000"
"78526011641","2021-01-04","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.7","24","  65.4","24","1016.1","24","015.9","24"," 10.0","24","  7.2","24"," 12.0"," 15.9","  82.9"," ","  73.0"," "," 0.00","G","999.9","010000"
"78526011641","2021-01-05","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  73.7","24","  70.5","24","1014.6","22","014.7","24","  9.3","24","  6.9","24"," 13.0"," 17.1","  82.9"," ","  71.1"," "," 0.14","G","999.9","010000"
"78526011641","2021-01-06","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  74.7","24","  69.5","24","1014.8","24","014.6","24"," 10.0","24","  3.5","24","  9.9","999.9","  82.0"," ","  68.0"," "," 0.22","G","999.9","000000"
"78526011641","2021-01-07","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  76.5","24","  68.5","24","1016.3","24","016.1","24"," 10.0","24","  4.8","24"," 14.0","999.9","  82.9"," ","  68.0"," "," 0.00","G","999.9","000000"
"78526011641","2021-01-08","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.6","24","  69.0","24","1016.6","24","016.5","24"," 10.0","24","  5.7","24"," 17.1","999.9","  84.0"," ","  71.1"," "," 0.00","G","999.9","000000"
"78526011641","2021-01-09","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.2","24","  69.3","24","1016.4","24","016.2","24"," 10.0","24","  4.7","24"," 12.0","999.9","  84.0"," ","  72.0"," "," 0.00","G","999.9","000000"
"78526011641","2021-01-10","18.43261","-66.01065","3.0","SAN JUAN L M MARIN INTERNATIONAL AIRPORT, PR US","  77.4","24","  71.3","24","1017.7","24","017.5","24"," 10.0","24","  5.1","24"," 14.0","999.9","  84.0"," ","  72.0"," "," 0.00","G","999.9","000000"
